dataset,protocol,msg,qtype,w_query,x,application/cbor+dns;packed=1 decode,application/cbor+dns;packed=1 encode
yourthings,dns,r,AAAA,True,6.7e-05,,1986
yourthings,dns,r,AAAA,True,6.8e-05,,2169
yourthings,dns,r,AAAA,True,6.9e-05,,2108
yourthings,dns,r,AAAA,True,7e-05,,1896
yourthings,dns,r,AAAA,True,7.1e-05,,1614
yourthings,dns,r,AAAA,True,7.2e-05,,1345
yourthings,dns,r,AAAA,True,7.3e-05,,958
yourthings,dns,r,AAAA,True,7.4e-05,1,606
yourthings,dns,r,AAAA,True,7.5e-05,6,437
yourthings,dns,r,AAAA,True,7.6e-05,19,210
yourthings,dns,r,AAAA,True,7.7e-05,36,82
yourthings,dns,r,AAAA,True,7.8e-05,55,40
yourthings,dns,r,AAAA,True,7.9e-05,96,31
yourthings,dns,r,AAAA,True,8e-05,111,25
yourthings,dns,r,AAAA,True,8.1e-05,263,23
yourthings,dns,r,AAAA,True,8.2e-05,697,18
yourthings,dns,r,AAAA,True,8.3e-05,1744,11
yourthings,dns,r,AAAA,True,8.4e-05,3116,8
yourthings,dns,r,AAAA,True,8.5e-05,4394,4
yourthings,dns,r,AAAA,True,8.6e-05,5085,3
yourthings,dns,r,AAAA,True,8.7e-05,5214,
yourthings,dns,r,AAAA,True,8.8e-05,4910,4
yourthings,dns,r,AAAA,True,8.9e-05,4832,1
yourthings,dns,r,AAAA,True,9e-05,4841,1
yourthings,dns,r,AAAA,True,9.1e-05,4507,1
yourthings,dns,r,AAAA,True,9.2e-05,3917,3
yourthings,dns,r,AAAA,True,9.3e-05,3029,1
yourthings,dns,r,AAAA,True,9.4e-05,2355,
yourthings,dns,r,AAAA,True,9.5e-05,1548,
yourthings,dns,r,AAAA,True,9.6e-05,809,
yourthings,dns,r,AAAA,True,9.7e-05,419,
yourthings,dns,r,AAAA,True,9.8e-05,159,1
yourthings,dns,r,AAAA,True,9.9e-05,64,
yourthings,dns,r,AAAA,True,0.0001,40,
yourthings,dns,r,AAAA,True,0.000101,24,
yourthings,dns,r,AAAA,True,0.000102,24,
yourthings,dns,r,AAAA,True,0.000103,13,
yourthings,dns,r,AAAA,True,0.000104,20,
yourthings,dns,r,AAAA,True,0.000105,7,1
yourthings,dns,r,AAAA,True,0.000106,8,1
yourthings,dns,r,AAAA,True,0.000107,9,
yourthings,dns,r,AAAA,True,0.000108,7,
yourthings,dns,r,AAAA,True,0.000109,12,
yourthings,dns,r,AAAA,True,0.00011,9,
yourthings,dns,r,AAAA,True,0.000111,4,
yourthings,dns,r,AAAA,True,0.000112,2,
yourthings,dns,r,AAAA,True,0.000115,1,
yourthings,dns,r,AAAA,True,0.000116,2,
yourthings,dns,r,AAAA,True,0.000117,1,
yourthings,dns,r,AAAA,True,0.000118,2,
yourthings,dns,r,AAAA,True,0.000119,2,
yourthings,dns,r,AAAA,True,0.00012,2,
yourthings,dns,r,AAAA,True,0.000121,1,
yourthings,dns,r,AAAA,True,0.000122,3,
yourthings,dns,r,AAAA,True,0.000123,8,
yourthings,dns,r,AAAA,True,0.000124,12,
yourthings,dns,r,AAAA,True,0.000125,34,
yourthings,dns,r,AAAA,True,0.000126,50,
yourthings,dns,r,AAAA,True,0.000127,59,
yourthings,dns,r,AAAA,True,0.000128,64,
yourthings,dns,r,AAAA,True,0.000129,116,
yourthings,dns,r,AAAA,True,0.00013,108,
yourthings,dns,r,AAAA,True,0.000131,117,
yourthings,dns,r,AAAA,True,0.000132,122,
yourthings,dns,r,AAAA,True,0.000133,107,
yourthings,dns,r,AAAA,True,0.000134,135,
yourthings,dns,r,AAAA,True,0.000135,121,
yourthings,dns,r,AAAA,True,0.000136,128,
yourthings,dns,r,AAAA,True,0.000137,108,
yourthings,dns,r,AAAA,True,0.000138,118,
yourthings,dns,r,AAAA,True,0.000139,112,
yourthings,dns,r,AAAA,True,0.00014,108,
yourthings,dns,r,AAAA,True,0.000141,82,
yourthings,dns,r,AAAA,True,0.000142,78,
yourthings,dns,r,AAAA,True,0.000143,52,
yourthings,dns,r,AAAA,True,0.000144,45,
yourthings,dns,r,AAAA,True,0.000145,33,
yourthings,dns,r,AAAA,True,0.000146,27,
yourthings,dns,r,AAAA,True,0.000147,34,
yourthings,dns,r,AAAA,True,0.000148,16,2
yourthings,dns,r,AAAA,True,0.000149,15,2
yourthings,dns,r,AAAA,True,0.00015,14,7
yourthings,dns,r,AAAA,True,0.000151,10,12
yourthings,dns,r,AAAA,True,0.000152,6,21
yourthings,dns,r,AAAA,True,0.000153,8,29
yourthings,dns,r,AAAA,True,0.000154,10,41
yourthings,dns,r,AAAA,True,0.000155,7,27
yourthings,dns,r,AAAA,True,0.000156,6,57
yourthings,dns,r,AAAA,True,0.000157,8,56
yourthings,dns,r,AAAA,True,0.000158,10,54
yourthings,dns,r,AAAA,True,0.000159,7,65
yourthings,dns,r,AAAA,True,0.00016,12,61
yourthings,dns,r,AAAA,True,0.000161,8,116
yourthings,dns,r,AAAA,True,0.000162,2,181
yourthings,dns,r,AAAA,True,0.000163,8,357
yourthings,dns,r,AAAA,True,0.000164,8,591
yourthings,dns,r,AAAA,True,0.000165,12,822
yourthings,dns,r,AAAA,True,0.000166,7,1073
yourthings,dns,r,AAAA,True,0.000167,3,1701
yourthings,dns,r,AAAA,True,0.000168,5,2110
yourthings,dns,r,AAAA,True,0.000169,10,2466
yourthings,dns,r,AAAA,True,0.00017,3,2850
yourthings,dns,r,AAAA,True,0.000171,,2993
yourthings,dns,r,AAAA,True,0.000172,,3034
yourthings,dns,r,AAAA,True,0.000173,2,3091
yourthings,dns,r,AAAA,True,0.000174,2,3100
yourthings,dns,r,AAAA,True,0.000175,2,3104
yourthings,dns,r,AAAA,True,0.000176,1,3076
yourthings,dns,r,AAAA,True,0.000177,,3050
yourthings,dns,r,AAAA,True,0.000178,,2751
yourthings,dns,r,AAAA,True,0.000179,,2694
yourthings,dns,r,AAAA,True,0.00018,,2446
yourthings,dns,r,AAAA,True,0.000181,,2152
yourthings,dns,r,AAAA,True,0.000182,,1851
yourthings,dns,r,AAAA,True,0.000183,,1488
yourthings,dns,r,AAAA,True,0.000184,1,1251
yourthings,dns,r,AAAA,True,0.000185,,1067
yourthings,dns,r,AAAA,True,0.000186,,836
yourthings,dns,r,AAAA,True,0.000187,,637
yourthings,dns,r,AAAA,True,0.000188,,493
yourthings,dns,r,AAAA,True,0.000189,,340
yourthings,dns,r,AAAA,True,0.00019,,200
yourthings,dns,r,AAAA,True,0.000191,,134
yourthings,dns,r,AAAA,True,0.000192,,89
yourthings,dns,r,AAAA,True,0.000193,,84
yourthings,dns,r,AAAA,True,0.000194,,57
yourthings,dns,r,AAAA,True,0.000195,,54
yourthings,dns,r,AAAA,True,0.000196,,56
yourthings,dns,r,AAAA,True,0.000197,,71
yourthings,dns,r,AAAA,True,0.000198,,75
yourthings,dns,r,AAAA,True,0.000199,,82
yourthings,dns,r,AAAA,True,0.0002,,96
yourthings,dns,r,AAAA,True,0.000201,,90
yourthings,dns,r,AAAA,True,0.000202,,98
yourthings,dns,r,AAAA,True,0.000203,,92
yourthings,dns,r,AAAA,True,0.000204,,107
yourthings,dns,r,AAAA,True,0.000205,,75
yourthings,dns,r,AAAA,True,0.000206,1,108
yourthings,dns,r,AAAA,True,0.000207,,98
yourthings,dns,r,AAAA,True,0.000208,,90
yourthings,dns,r,AAAA,True,0.000209,,80
yourthings,dns,r,AAAA,True,0.00021,,80
yourthings,dns,r,AAAA,True,0.000211,,70
yourthings,dns,r,AAAA,True,0.000212,,56
yourthings,dns,r,AAAA,True,0.000213,,60
yourthings,dns,r,AAAA,True,0.000214,,36
yourthings,dns,r,AAAA,True,0.000215,,37
yourthings,dns,r,AAAA,True,0.000216,,28
yourthings,dns,r,AAAA,True,0.000217,,29
yourthings,dns,r,AAAA,True,0.000218,,15
yourthings,dns,r,AAAA,True,0.000219,,19
yourthings,dns,r,AAAA,True,0.00022,,11
yourthings,dns,r,AAAA,True,0.000221,,7
yourthings,dns,r,AAAA,True,0.000222,,4
yourthings,dns,r,AAAA,True,0.000223,,6
yourthings,dns,r,AAAA,True,0.000224,,3
yourthings,dns,r,AAAA,True,0.000225,,1
yourthings,dns,r,AAAA,True,0.000226,,2
yourthings,dns,r,AAAA,True,0.000227,,1
yourthings,dns,r,AAAA,True,0.00023,,1
yourthings,dns,r,AAAA,True,0.000234,,1
yourthings,dns,r,AAAA,True,0.000235,,1
yourthings,dns,r,AAAA,True,0.000237,1,
yourthings,dns,r,AAAA,True,0.000238,,1
yourthings,dns,r,AAAA,True,0.000239,,3
yourthings,dns,r,AAAA,True,0.000241,,1
yourthings,dns,r,AAAA,True,0.000242,,1
yourthings,dns,r,AAAA,True,0.000244,,1
yourthings,dns,r,AAAA,True,0.000246,,1
yourthings,dns,r,AAAA,True,0.000247,,4
yourthings,dns,r,AAAA,True,0.000248,,1
yourthings,dns,r,AAAA,True,0.00025,,3
yourthings,dns,r,AAAA,True,0.000251,,2
yourthings,dns,r,AAAA,True,0.000252,,1
yourthings,dns,r,AAAA,True,0.000253,,2
yourthings,dns,r,AAAA,True,0.000255,,2
yourthings,dns,r,AAAA,True,0.000257,,3
yourthings,dns,r,AAAA,True,0.000258,,1
yourthings,dns,r,AAAA,True,0.000259,,4
yourthings,dns,r,AAAA,True,0.00026,,1
yourthings,dns,r,AAAA,True,0.000261,,1
yourthings,dns,r,AAAA,True,0.000262,,3
yourthings,dns,r,AAAA,True,0.000263,,2
yourthings,dns,r,AAAA,True,0.000265,,3
yourthings,dns,r,AAAA,True,0.000266,,2
yourthings,dns,r,AAAA,True,0.000267,,4
yourthings,dns,r,AAAA,True,0.000268,,2
yourthings,dns,r,AAAA,True,0.000269,,1
yourthings,dns,r,AAAA,True,0.00027,,1
yourthings,dns,r,AAAA,True,0.000271,,4
yourthings,dns,r,AAAA,True,0.000273,,1
yourthings,dns,r,AAAA,True,0.000274,,4
yourthings,dns,r,AAAA,True,0.000275,,1
yourthings,dns,r,AAAA,True,0.000276,,4
yourthings,dns,r,AAAA,True,0.000277,,5
yourthings,dns,r,AAAA,True,0.000278,,8
yourthings,dns,r,AAAA,True,0.000279,,7
yourthings,dns,r,AAAA,True,0.00028,,3
yourthings,dns,r,AAAA,True,0.000281,,3
yourthings,dns,r,AAAA,True,0.000282,,4
yourthings,dns,r,AAAA,True,0.000283,,4
yourthings,dns,r,AAAA,True,0.000284,,5
yourthings,dns,r,AAAA,True,0.000285,,2
yourthings,dns,r,AAAA,True,0.000286,,2
yourthings,dns,r,AAAA,True,0.000287,,2
yourthings,dns,r,AAAA,True,0.000288,,3
yourthings,dns,r,AAAA,True,0.000289,,1
yourthings,dns,r,AAAA,True,0.00029,,4
yourthings,dns,r,AAAA,True,0.000291,,4
yourthings,dns,r,AAAA,True,0.000292,,5
yourthings,dns,r,AAAA,True,0.000293,,4
yourthings,dns,r,AAAA,True,0.000294,,1
yourthings,dns,r,AAAA,True,0.000295,,2
yourthings,dns,r,AAAA,True,0.000296,,1
yourthings,dns,r,AAAA,True,0.000297,,3
yourthings,dns,r,AAAA,True,0.000298,,1
yourthings,dns,r,AAAA,True,0.000299,,2
yourthings,dns,r,AAAA,True,0.000304,,1
yourthings,dns,r,AAAA,True,0.000323,,1
yourthings,dns,r,AAAA,False,1.8e-05,1,
yourthings,dns,r,AAAA,False,1.9e-05,40,
yourthings,dns,r,AAAA,False,2e-05,337,
yourthings,dns,r,AAAA,False,2.1e-05,490,
yourthings,dns,r,AAAA,False,2.2e-05,177,
yourthings,dns,r,AAAA,False,2.3e-05,27,
yourthings,dns,r,AAAA,False,2.4e-05,4,
yourthings,dns,r,AAAA,False,2.5e-05,1,
yourthings,dns,r,AAAA,False,5.4e-05,,1
yourthings,dns,r,AAAA,False,5.5e-05,,2
yourthings,dns,r,AAAA,False,5.6e-05,,1
yourthings,dns,r,AAAA,False,5.7e-05,,3
yourthings,dns,r,AAAA,False,5.8e-05,,16
yourthings,dns,r,AAAA,False,5.9e-05,,59
yourthings,dns,r,AAAA,False,6e-05,,112
yourthings,dns,r,AAAA,False,6.1e-05,,159
yourthings,dns,r,AAAA,False,6.2e-05,,159
yourthings,dns,r,AAAA,False,6.3e-05,,151
yourthings,dns,r,AAAA,False,6.4e-05,,111
yourthings,dns,r,AAAA,False,6.5e-05,,111
yourthings,dns,r,AAAA,False,6.6e-05,,91
yourthings,dns,r,AAAA,False,6.7e-05,,64
yourthings,dns,r,AAAA,False,6.8e-05,,29
yourthings,dns,r,AAAA,False,6.9e-05,,3
yourthings,dns,r,AAAA,False,7e-05,,3
yourthings,dns,r,AAAA,False,7.3e-05,1,
yourthings,dns,r,AAAA,False,7.6e-05,1,
yourthings,dns,r,AAAA,False,7.7e-05,1,
yourthings,dns,r,AAAA,False,7.8e-05,4,
yourthings,dns,r,AAAA,False,7.9e-05,14,
yourthings,dns,r,AAAA,False,8e-05,5,
yourthings,dns,r,AAAA,False,8.1e-05,8,
yourthings,dns,r,AAAA,False,8.2e-05,15,
yourthings,dns,r,AAAA,False,8.3e-05,19,
yourthings,dns,r,AAAA,False,8.4e-05,9,
yourthings,dns,r,AAAA,False,8.5e-05,10,
yourthings,dns,r,AAAA,False,8.6e-05,11,
yourthings,dns,r,AAAA,False,8.7e-05,9,
yourthings,dns,r,AAAA,False,8.8e-05,10,
yourthings,dns,r,AAAA,False,8.9e-05,4,
yourthings,dns,r,AAAA,False,9.1e-05,2,
yourthings,dns,r,AAAA,False,9.2e-05,1,
yourthings,dns,r,AAAA,False,9.3e-05,,1
yourthings,dns,r,AAAA,False,0.000134,1,
yourthings,dns,r,AAAA,False,0.000136,,1
yourthings,dns,r,AAAA,False,0.000157,,1
yourthings,dns,r,AAAA,False,0.000158,,1
yourthings,dns,r,AAAA,False,0.000159,,1
yourthings,dns,r,AAAA,False,0.00016,,2
yourthings,dns,r,AAAA,False,0.000161,,1
yourthings,dns,r,AAAA,False,0.000162,,1
yourthings,dns,r,AAAA,False,0.000163,,7
yourthings,dns,r,AAAA,False,0.000164,,3
yourthings,dns,r,AAAA,False,0.000165,,5
yourthings,dns,r,AAAA,False,0.000166,,5
yourthings,dns,r,AAAA,False,0.000167,,5
yourthings,dns,r,AAAA,False,0.000168,,13
yourthings,dns,r,AAAA,False,0.000169,,7
yourthings,dns,r,AAAA,False,0.00017,,8
yourthings,dns,r,AAAA,False,0.000171,,4
yourthings,dns,r,AAAA,False,0.000172,,4
yourthings,dns,r,AAAA,False,0.000173,,7
yourthings,dns,r,AAAA,False,0.000174,,9
yourthings,dns,r,AAAA,False,0.000175,,9
yourthings,dns,r,AAAA,False,0.000176,,3
yourthings,dns,r,AAAA,False,0.000177,,6
yourthings,dns,r,AAAA,False,0.000178,,6
yourthings,dns,r,AAAA,False,0.000179,,3
yourthings,dns,r,AAAA,False,0.00018,,3
yourthings,dns,r,AAAA,False,0.000181,,3
yourthings,dns,r,AAAA,False,0.000182,,2
yourthings,dns,r,AAAA,False,0.000183,,2
yourthings,dns,r,AAAA,False,0.000184,,1
yourthings,dns,r,AAAA,False,0.000185,,2
yourthings,dns,r,AAAA,False,0.000206,,1
yourthings,dns,r,TXT,True,2.7e-05,1,
yourthings,dns,r,TXT,True,2.8e-05,1,
yourthings,dns,r,TXT,True,2.9e-05,4,
yourthings,dns,r,TXT,True,3e-05,17,
yourthings,dns,r,TXT,True,3.1e-05,9,
yourthings,dns,r,TXT,True,3.2e-05,8,
yourthings,dns,r,TXT,True,6.6e-05,,2
yourthings,dns,r,TXT,True,6.8e-05,,3
yourthings,dns,r,TXT,True,6.9e-05,,3
yourthings,dns,r,TXT,True,7e-05,,1
yourthings,dns,r,TXT,True,7.1e-05,,6
yourthings,dns,r,TXT,True,7.2e-05,,6
yourthings,dns,r,TXT,True,7.3e-05,,7
yourthings,dns,r,TXT,True,7.4e-05,,2
yourthings,dns,r,TXT,True,7.5e-05,,6
yourthings,dns,r,TXT,True,7.6e-05,,4
yourthings,dns,r,PTR,True,2.6e-05,17,
yourthings,dns,r,PTR,True,2.7e-05,142,
yourthings,dns,r,PTR,True,2.8e-05,411,
yourthings,dns,r,PTR,True,2.9e-05,405,
yourthings,dns,r,PTR,True,3e-05,285,
yourthings,dns,r,PTR,True,3.1e-05,131,
yourthings,dns,r,PTR,True,3.2e-05,10,
yourthings,dns,r,PTR,True,3.4e-05,1,
yourthings,dns,r,PTR,True,3.7e-05,1,
yourthings,dns,r,PTR,True,4.4e-05,3,
yourthings,dns,r,PTR,True,4.5e-05,7,
yourthings,dns,r,PTR,True,4.6e-05,6,
yourthings,dns,r,PTR,True,4.7e-05,8,
yourthings,dns,r,PTR,True,4.8e-05,6,
yourthings,dns,r,PTR,True,4.9e-05,5,
yourthings,dns,r,PTR,True,5e-05,1,
yourthings,dns,r,PTR,True,6.5e-05,,5
yourthings,dns,r,PTR,True,6.6e-05,,29
yourthings,dns,r,PTR,True,6.7e-05,,57
yourthings,dns,r,PTR,True,6.8e-05,,119
yourthings,dns,r,PTR,True,6.9e-05,,151
yourthings,dns,r,PTR,True,7e-05,,172
yourthings,dns,r,PTR,True,7.1e-05,,175
yourthings,dns,r,PTR,True,7.2e-05,,142
yourthings,dns,r,PTR,True,7.3e-05,,145
yourthings,dns,r,PTR,True,7.4e-05,,122
yourthings,dns,r,PTR,True,7.5e-05,,106
yourthings,dns,r,PTR,True,7.6e-05,,86
yourthings,dns,r,PTR,True,7.7e-05,,59
yourthings,dns,r,PTR,True,7.8e-05,,23
yourthings,dns,r,PTR,True,7.9e-05,,4
yourthings,dns,r,PTR,True,8e-05,,1
yourthings,dns,r,PTR,True,8.1e-05,,1
yourthings,dns,r,PTR,True,8.2e-05,,1
yourthings,dns,r,PTR,True,8.5e-05,,1
yourthings,dns,r,PTR,True,8.6e-05,,1
yourthings,dns,r,PTR,True,8.7e-05,,1
yourthings,dns,r,PTR,True,9.1e-05,,2
yourthings,dns,r,PTR,True,9.2e-05,,3
yourthings,dns,r,PTR,True,9.3e-05,,2
yourthings,dns,r,PTR,True,9.4e-05,,1
yourthings,dns,r,PTR,True,9.5e-05,,2
yourthings,dns,r,PTR,True,9.6e-05,,3
yourthings,dns,r,PTR,True,9.7e-05,,5
yourthings,dns,r,PTR,True,9.8e-05,,8
yourthings,dns,r,PTR,True,9.9e-05,,1
yourthings,dns,r,PTR,True,0.0001,,2
yourthings,dns,r,PTR,True,0.000101,,1
yourthings,dns,r,PTR,True,0.000102,,2
yourthings,dns,r,PTR,True,0.000103,3,4
yourthings,dns,r,PTR,True,0.000104,1,1
yourthings,dns,r,PTR,True,0.000105,1,1
yourthings,dns,r,PTR,True,0.000106,4,
yourthings,dns,r,PTR,True,0.000107,3,
yourthings,dns,r,PTR,True,0.000108,8,
yourthings,dns,r,PTR,True,0.000109,5,
yourthings,dns,r,PTR,True,0.00011,7,
yourthings,dns,r,PTR,True,0.000111,6,
yourthings,dns,r,PTR,True,0.000112,7,
yourthings,dns,r,PTR,True,0.000113,7,
yourthings,dns,r,PTR,True,0.000114,5,
yourthings,dns,r,PTR,True,0.000115,8,
yourthings,dns,r,PTR,True,0.000116,6,
yourthings,dns,r,PTR,True,0.000117,3,
yourthings,dns,r,PTR,True,0.000118,6,
yourthings,dns,r,PTR,True,0.000119,4,
yourthings,dns,r,PTR,True,0.00012,4,
yourthings,dns,r,PTR,True,0.000121,8,
yourthings,dns,r,PTR,True,0.000122,7,
yourthings,dns,r,PTR,True,0.000123,7,
yourthings,dns,r,PTR,True,0.000124,19,
yourthings,dns,r,PTR,True,0.000125,23,
yourthings,dns,r,PTR,True,0.000126,57,
yourthings,dns,r,PTR,True,0.000127,110,
yourthings,dns,r,PTR,True,0.000128,147,
yourthings,dns,r,PTR,True,0.000129,178,
yourthings,dns,r,PTR,True,0.00013,259,
yourthings,dns,r,PTR,True,0.000131,275,1
yourthings,dns,r,PTR,True,0.000132,285,
yourthings,dns,r,PTR,True,0.000133,261,1
yourthings,dns,r,PTR,True,0.000134,238,
yourthings,dns,r,PTR,True,0.000135,296,3
yourthings,dns,r,PTR,True,0.000136,260,1
yourthings,dns,r,PTR,True,0.000137,254,2
yourthings,dns,r,PTR,True,0.000138,235,2
yourthings,dns,r,PTR,True,0.000139,239,4
yourthings,dns,r,PTR,True,0.00014,186,1
yourthings,dns,r,PTR,True,0.000141,149,1
yourthings,dns,r,PTR,True,0.000142,135,2
yourthings,dns,r,PTR,True,0.000143,115,
yourthings,dns,r,PTR,True,0.000144,83,3
yourthings,dns,r,PTR,True,0.000145,61,
yourthings,dns,r,PTR,True,0.000146,28,2
yourthings,dns,r,PTR,True,0.000147,22,4
yourthings,dns,r,PTR,True,0.000148,9,3
yourthings,dns,r,PTR,True,0.000149,2,5
yourthings,dns,r,PTR,True,0.00015,1,3
yourthings,dns,r,PTR,True,0.000151,1,3
yourthings,dns,r,PTR,True,0.000152,,4
yourthings,dns,r,PTR,True,0.000153,2,3
yourthings,dns,r,PTR,True,0.000154,,3
yourthings,dns,r,PTR,True,0.000155,1,2
yourthings,dns,r,PTR,True,0.000156,,1
yourthings,dns,r,PTR,True,0.000157,,5
yourthings,dns,r,PTR,True,0.000158,,1
yourthings,dns,r,PTR,True,0.000159,1,3
yourthings,dns,r,PTR,True,0.00016,2,3
yourthings,dns,r,PTR,True,0.000161,,1
yourthings,dns,r,PTR,True,0.000162,,6
yourthings,dns,r,PTR,True,0.000163,,4
yourthings,dns,r,PTR,True,0.000164,,4
yourthings,dns,r,PTR,True,0.000165,2,3
yourthings,dns,r,PTR,True,0.000166,,3
yourthings,dns,r,PTR,True,0.000167,1,5
yourthings,dns,r,PTR,True,0.000168,,7
yourthings,dns,r,PTR,True,0.000169,,10
yourthings,dns,r,PTR,True,0.00017,3,10
yourthings,dns,r,PTR,True,0.000171,5,22
yourthings,dns,r,PTR,True,0.000172,5,28
yourthings,dns,r,PTR,True,0.000173,11,30
yourthings,dns,r,PTR,True,0.000174,18,61
yourthings,dns,r,PTR,True,0.000175,15,71
yourthings,dns,r,PTR,True,0.000176,23,97
yourthings,dns,r,PTR,True,0.000177,30,110
yourthings,dns,r,PTR,True,0.000178,32,106
yourthings,dns,r,PTR,True,0.000179,40,122
yourthings,dns,r,PTR,True,0.00018,43,128
yourthings,dns,r,PTR,True,0.000181,40,137
yourthings,dns,r,PTR,True,0.000182,46,143
yourthings,dns,r,PTR,True,0.000183,44,147
yourthings,dns,r,PTR,True,0.000184,62,147
yourthings,dns,r,PTR,True,0.000185,47,158
yourthings,dns,r,PTR,True,0.000186,59,156
yourthings,dns,r,PTR,True,0.000187,39,140
yourthings,dns,r,PTR,True,0.000188,30,153
yourthings,dns,r,PTR,True,0.000189,27,161
yourthings,dns,r,PTR,True,0.00019,36,143
yourthings,dns,r,PTR,True,0.000191,30,159
yourthings,dns,r,PTR,True,0.000192,25,162
yourthings,dns,r,PTR,True,0.000193,18,149
yourthings,dns,r,PTR,True,0.000194,11,136
yourthings,dns,r,PTR,True,0.000195,19,128
yourthings,dns,r,PTR,True,0.000196,8,97
yourthings,dns,r,PTR,True,0.000197,6,109
yourthings,dns,r,PTR,True,0.000198,4,102
yourthings,dns,r,PTR,True,0.000199,3,73
yourthings,dns,r,PTR,True,0.0002,2,89
yourthings,dns,r,PTR,True,0.000201,1,81
yourthings,dns,r,PTR,True,0.000202,3,74
yourthings,dns,r,PTR,True,0.000203,,63
yourthings,dns,r,PTR,True,0.000204,,48
yourthings,dns,r,PTR,True,0.000205,1,36
yourthings,dns,r,PTR,True,0.000206,1,39
yourthings,dns,r,PTR,True,0.000207,,26
yourthings,dns,r,PTR,True,0.000208,,14
yourthings,dns,r,PTR,True,0.000209,,24
yourthings,dns,r,PTR,True,0.00021,,22
yourthings,dns,r,PTR,True,0.000211,,9
yourthings,dns,r,PTR,True,0.000212,,8
yourthings,dns,r,PTR,True,0.000213,1,5
yourthings,dns,r,PTR,True,0.000214,,1
yourthings,dns,r,PTR,True,0.000215,1,4
yourthings,dns,r,PTR,True,0.000216,1,1
yourthings,dns,r,PTR,True,0.000217,,1
yourthings,dns,r,PTR,True,0.000218,,1
yourthings,dns,r,PTR,True,0.000219,,2
yourthings,dns,r,PTR,True,0.000223,,1
yourthings,dns,r,PTR,True,0.000228,,2
yourthings,dns,r,PTR,True,0.000232,,1
yourthings,dns,r,PTR,True,0.000233,,1
yourthings,dns,r,PTR,True,0.000238,,1
yourthings,dns,r,PTR,True,0.000239,,1
yourthings,dns,r,PTR,True,0.000242,,1
yourthings,dns,r,PTR,True,0.000243,,1
yourthings,dns,r,PTR,True,0.000244,,1
yourthings,dns,r,PTR,True,0.000245,,5
yourthings,dns,r,PTR,True,0.000246,,6
yourthings,dns,r,PTR,True,0.000247,,6
yourthings,dns,r,PTR,True,0.000248,,10
yourthings,dns,r,PTR,True,0.000249,,16
yourthings,dns,r,PTR,True,0.00025,,17
yourthings,dns,r,PTR,True,0.000251,,22
yourthings,dns,r,PTR,True,0.000252,,22
yourthings,dns,r,PTR,True,0.000253,,29
yourthings,dns,r,PTR,True,0.000254,,37
yourthings,dns,r,PTR,True,0.000255,,30
yourthings,dns,r,PTR,True,0.000256,,38
yourthings,dns,r,PTR,True,0.000257,,34
yourthings,dns,r,PTR,True,0.000258,,49
yourthings,dns,r,PTR,True,0.000259,,31
yourthings,dns,r,PTR,True,0.00026,,32
yourthings,dns,r,PTR,True,0.000261,,50
yourthings,dns,r,PTR,True,0.000262,,35
yourthings,dns,r,PTR,True,0.000263,,37
yourthings,dns,r,PTR,True,0.000264,,40
yourthings,dns,r,PTR,True,0.000265,,29
yourthings,dns,r,PTR,True,0.000266,,35
yourthings,dns,r,PTR,True,0.000267,,34
yourthings,dns,r,PTR,True,0.000268,,19
yourthings,dns,r,PTR,True,0.000269,,28
yourthings,dns,r,PTR,True,0.00027,,19
yourthings,dns,r,PTR,True,0.000271,,17
yourthings,dns,r,PTR,True,0.000272,,10
yourthings,dns,r,PTR,True,0.000273,,8
yourthings,dns,r,PTR,True,0.000274,,7
yourthings,dns,r,PTR,True,0.000275,,4
yourthings,dns,r,PTR,True,0.000276,,7
yourthings,dns,r,PTR,True,0.000277,,6
yourthings,dns,r,PTR,True,0.000278,,3
yourthings,dns,r,PTR,True,0.000279,,5
yourthings,dns,r,PTR,True,0.00028,,4
yourthings,dns,r,PTR,True,0.000281,,1
yourthings,dns,r,PTR,True,0.000282,,1
yourthings,dns,r,PTR,True,0.000285,,1
yourthings,dns,r,PTR,True,0.000294,,1
yourthings,dns,r,PTR,False,2.5e-05,1,
yourthings,dns,r,PTR,False,6.9e-05,,1
yourthings,dns,r,PTR,False,0.000127,1,
yourthings,dns,r,PTR,False,0.000132,1,
yourthings,dns,r,PTR,False,0.000177,,1
yourthings,dns,r,PTR,False,0.000183,,1
