dataset,protocol,msg,qtype,w_query,x,application/cbor+dns t48 decode,application/cbor+dns t48 encode
moniotr,dns,r,A,False,0.000189,5,
moniotr,dns,r,A,False,0.00019,8,
moniotr,dns,r,A,False,0.000191,16,
moniotr,dns,r,A,False,0.000192,18,
moniotr,dns,r,A,False,0.000193,4,
moniotr,dns,r,A,False,0.000194,3,
moniotr,dns,r,A,False,0.000195,2,
moniotr,dns,r,A,False,0.000196,1,
moniotr,dns,r,A,False,0.000197,1,
moniotr,dns,r,A,False,0.000198,1,
moniotr,dns,r,A,False,0.000199,1,
moniotr,dns,r,A,False,0.000202,2,
moniotr,dns,r,A,False,0.000204,1,
moniotr,dns,r,A,False,0.000218,1,
moniotr,dns,r,A,False,0.000219,2,
moniotr,dns,r,A,False,0.00022,4,
moniotr,dns,r,A,False,0.000221,12,
moniotr,dns,r,A,False,0.000222,5,
moniotr,dns,r,A,False,0.000223,5,
moniotr,dns,r,A,False,0.000224,4,
moniotr,dns,r,A,False,0.000225,3,
moniotr,dns,r,A,False,0.000226,2,
moniotr,dns,r,A,False,0.000227,4,
moniotr,dns,r,A,False,0.000228,2,
moniotr,dns,r,A,False,0.000229,1,
moniotr,dns,r,AAAA,True,7e-05,,2
moniotr,dns,r,AAAA,True,7.1e-05,,15
moniotr,dns,r,AAAA,True,7.2e-05,,18
moniotr,dns,r,AAAA,True,7.3e-05,,11
moniotr,dns,r,AAAA,True,7.4e-05,,23
moniotr,dns,r,AAAA,True,7.5e-05,,27
moniotr,dns,r,AAAA,True,7.6e-05,,14
moniotr,dns,r,AAAA,True,7.7e-05,,8
moniotr,dns,r,AAAA,True,7.8e-05,,13
moniotr,dns,r,AAAA,True,7.9e-05,,23
moniotr,dns,r,AAAA,True,8e-05,,16
moniotr,dns,r,AAAA,True,8.1e-05,,17
moniotr,dns,r,AAAA,True,8.2e-05,,18
moniotr,dns,r,AAAA,True,8.3e-05,,29
moniotr,dns,r,AAAA,True,8.4e-05,,25
moniotr,dns,r,AAAA,True,8.5e-05,,27
moniotr,dns,r,AAAA,True,8.6e-05,,50
moniotr,dns,r,AAAA,True,8.7e-05,,28
moniotr,dns,r,AAAA,True,8.8e-05,,7
moniotr,dns,r,AAAA,True,8.9e-05,,3
moniotr,dns,r,AAAA,True,9e-05,,6
moniotr,dns,r,AAAA,True,9.3e-05,,1
moniotr,dns,r,AAAA,True,9.4e-05,10,1
moniotr,dns,r,AAAA,True,9.5e-05,14,
moniotr,dns,r,AAAA,True,9.6e-05,16,
moniotr,dns,r,AAAA,True,9.7e-05,4,
moniotr,dns,r,AAAA,True,9.8e-05,6,
moniotr,dns,r,AAAA,True,9.9e-05,19,
moniotr,dns,r,AAAA,True,0.0001,4,
moniotr,dns,r,AAAA,True,0.000101,8,1
moniotr,dns,r,AAAA,True,0.000102,7,
moniotr,dns,r,AAAA,True,0.000103,5,
moniotr,dns,r,AAAA,True,0.000104,20,
moniotr,dns,r,AAAA,True,0.000105,12,
moniotr,dns,r,AAAA,True,0.000106,14,
moniotr,dns,r,AAAA,True,0.000107,21,
moniotr,dns,r,AAAA,True,0.000108,14,1
moniotr,dns,r,AAAA,True,0.000109,14,2
moniotr,dns,r,AAAA,True,0.00011,15,2
moniotr,dns,r,AAAA,True,0.000111,26,4
moniotr,dns,r,AAAA,True,0.000112,25,2
moniotr,dns,r,AAAA,True,0.000113,25,3
moniotr,dns,r,AAAA,True,0.000114,31,
moniotr,dns,r,AAAA,True,0.000115,20,1
moniotr,dns,r,AAAA,True,0.000116,21,
moniotr,dns,r,AAAA,True,0.000117,17,2
moniotr,dns,r,AAAA,True,0.000118,8,1
moniotr,dns,r,AAAA,True,0.000119,2,
moniotr,dns,r,AAAA,True,0.00012,2,
moniotr,dns,r,AAAA,True,0.000121,,1
moniotr,dns,r,AAAA,True,0.000122,2,
moniotr,dns,r,AAAA,True,0.000123,1,
moniotr,dns,r,AAAA,True,0.000128,,1
moniotr,dns,r,AAAA,True,0.000129,,2
moniotr,dns,r,AAAA,True,0.00013,,3
moniotr,dns,r,AAAA,True,0.000131,,1
moniotr,dns,r,AAAA,True,0.000133,,2
moniotr,dns,r,AAAA,True,0.000134,,2
moniotr,dns,r,AAAA,True,0.000205,2,
moniotr,dns,r,AAAA,True,0.000208,4,
moniotr,dns,r,AAAA,True,0.000209,2,
moniotr,dns,r,AAAA,True,0.00021,4,
moniotr,dns,r,AAAA,True,0.000211,4,
moniotr,dns,r,AAAA,True,0.00022,1,
moniotr,dns,r,AAAA,True,0.000221,1,
moniotr,dns,r,AAAA,True,0.000229,1,
moniotr,dns,r,AAAA,True,0.000242,1,
moniotr,dns,r,AAAA,True,0.000244,2,
moniotr,dns,r,AAAA,True,0.000245,2,
moniotr,dns,r,AAAA,True,0.000246,1,
moniotr,dns,r,AAAA,True,0.000248,1,
moniotr,dns,r,AAAA,True,0.000249,2,
moniotr,dns,r,AAAA,True,0.00025,1,
moniotr,dns,r,AAAA,True,0.000257,1,
moniotr,dns,r,AAAA,False,7.9e-05,1,
moniotr,dns,r,AAAA,False,8e-05,9,
moniotr,dns,r,AAAA,False,8.1e-05,3,
moniotr,dns,r,AAAA,False,8.2e-05,1,
moniotr,dns,r,AAAA,False,8.3e-05,,4
moniotr,dns,r,AAAA,False,8.4e-05,,7
moniotr,dns,r,AAAA,False,8.5e-05,2,1
moniotr,dns,r,AAAA,False,8.6e-05,1,1
moniotr,dns,r,AAAA,False,8.7e-05,,1
moniotr,dns,r,AAAA,False,8.9e-05,,3
moniotr,dns,r,PTR,True,6.8e-05,,1
moniotr,dns,r,PTR,True,7.2e-05,,1
moniotr,dns,r,PTR,True,7.5e-05,,1
moniotr,dns,r,PTR,True,8.2e-05,,2
moniotr,dns,r,PTR,True,8.4e-05,,1
moniotr,dns,r,PTR,True,0.00015,1,
moniotr,dns,r,PTR,True,0.000162,1,
moniotr,dns,r,PTR,True,0.000166,1,
moniotr,dns,r,PTR,True,0.000179,2,
moniotr,dns,r,PTR,True,0.000183,1,
yourthings,llmnr,q,PTR,False,2.7e-05,,3
yourthings,llmnr,q,PTR,False,2.8e-05,,50
yourthings,llmnr,q,PTR,False,2.9e-05,,87
yourthings,llmnr,q,PTR,False,3e-05,5,61
yourthings,llmnr,q,PTR,False,3.1e-05,35,22
yourthings,llmnr,q,PTR,False,3.2e-05,87,2
yourthings,llmnr,q,PTR,False,3.3e-05,59,
yourthings,llmnr,q,PTR,False,3.4e-05,32,
yourthings,llmnr,q,PTR,False,3.5e-05,5,
yourthings,llmnr,q,PTR,False,4e-05,1,
yourthings,llmnr,q,PTR,False,5.5e-05,1,
yourthings,mdns,q,A,False,2.4e-05,4,83
yourthings,mdns,q,A,False,2.5e-05,48,226
yourthings,mdns,q,A,False,2.6e-05,263,268
yourthings,mdns,q,A,False,2.7e-05,167,1754
yourthings,mdns,q,A,False,2.8e-05,829,6095
yourthings,mdns,q,A,False,2.9e-05,4492,4633
yourthings,mdns,q,A,False,3e-05,6302,2106
yourthings,mdns,q,A,False,3.1e-05,2879,541
yourthings,mdns,q,A,False,3.2e-05,734,79
yourthings,mdns,q,A,False,3.3e-05,71,12
yourthings,mdns,q,A,False,3.4e-05,13,4
yourthings,mdns,q,A,False,3.5e-05,1,2
yourthings,mdns,q,A,False,3.6e-05,1,1
yourthings,mdns,q,A,False,3.7e-05,1,
yourthings,mdns,q,A,False,4.1e-05,,1
yourthings,mdns,q,A,False,4.3e-05,,1
yourthings,mdns,q,A,False,4.6e-05,,1
yourthings,mdns,q,A,False,5.4e-05,1,
yourthings,mdns,q,A,False,6.6e-05,1,
yourthings,mdns,q,A,False,0.000101,1,
yourthings,mdns,q,A,False,0.000106,,1
yourthings,mdns,q,AAAA,False,2.2e-05,14,
yourthings,mdns,q,AAAA,False,2.3e-05,13,7
yourthings,mdns,q,AAAA,False,2.4e-05,17,18
yourthings,mdns,q,AAAA,False,2.5e-05,21,33
yourthings,mdns,q,AAAA,False,2.6e-05,9,463
yourthings,mdns,q,AAAA,False,2.7e-05,51,4111
yourthings,mdns,q,AAAA,False,2.8e-05,1751,4375
yourthings,mdns,q,AAAA,False,2.9e-05,5303,3094
yourthings,mdns,q,AAAA,False,3e-05,4296,1064
yourthings,mdns,q,AAAA,False,3.1e-05,1520,292
yourthings,mdns,q,AAAA,False,3.2e-05,396,50
yourthings,mdns,q,AAAA,False,3.3e-05,91,8
yourthings,mdns,q,AAAA,False,3.4e-05,33,3
yourthings,mdns,q,AAAA,False,3.5e-05,3,4
yourthings,mdns,q,AAAA,False,3.6e-05,1,
yourthings,mdns,q,AAAA,False,3.7e-05,2,
yourthings,mdns,q,AAAA,False,3.9e-05,1,
yourthings,mdns,q,AAAA,False,4e-05,1,2
yourthings,mdns,q,AAAA,False,4.3e-05,1,4
yourthings,mdns,q,AAAA,False,4.4e-05,1,1
yourthings,mdns,q,AAAA,False,4.6e-05,,5
yourthings,mdns,q,AAAA,False,4.7e-05,,16
yourthings,mdns,q,AAAA,False,4.8e-05,,30
yourthings,mdns,q,AAAA,False,4.9e-05,,23
yourthings,mdns,q,AAAA,False,5e-05,,22
yourthings,mdns,q,AAAA,False,5.1e-05,,12
yourthings,mdns,q,AAAA,False,5.2e-05,,8
yourthings,mdns,q,AAAA,False,5.5e-05,,1
yourthings,mdns,q,AAAA,False,5.6e-05,,1
yourthings,mdns,q,AAAA,False,6.7e-05,,1
yourthings,mdns,q,AAAA,False,6.9e-05,3,
yourthings,mdns,q,AAAA,False,7e-05,1,
yourthings,mdns,q,AAAA,False,7.2e-05,4,
yourthings,mdns,q,AAAA,False,7.3e-05,2,
yourthings,mdns,q,AAAA,False,7.4e-05,12,
yourthings,mdns,q,AAAA,False,7.5e-05,15,
yourthings,mdns,q,AAAA,False,7.6e-05,21,
yourthings,mdns,q,AAAA,False,7.7e-05,17,
yourthings,mdns,q,AAAA,False,7.8e-05,17,
yourthings,mdns,q,AAAA,False,7.9e-05,11,
yourthings,mdns,q,AAAA,False,8e-05,12,
yourthings,mdns,q,AAAA,False,8.1e-05,3,
yourthings,mdns,q,AAAA,False,8.3e-05,2,
yourthings,mdns,q,AAAA,False,8.4e-05,1,
yourthings,mdns,q,AAAA,False,9.6e-05,1,
yourthings,mdns,q,AAAA,False,0.00013,1,
yourthings,mdns,q,TXT,False,2.6e-05,,11
yourthings,mdns,q,TXT,False,2.7e-05,1,64
yourthings,mdns,q,TXT,False,2.8e-05,22,156
yourthings,mdns,q,TXT,False,2.9e-05,93,193
yourthings,mdns,q,TXT,False,3e-05,127,162
yourthings,mdns,q,TXT,False,3.1e-05,129,120
yourthings,mdns,q,TXT,False,3.2e-05,87,88
yourthings,mdns,q,TXT,False,3.3e-05,50,43
yourthings,mdns,q,TXT,False,3.4e-05,55,17
yourthings,mdns,q,TXT,False,3.5e-05,71,9
yourthings,mdns,q,TXT,False,3.6e-05,90,
yourthings,mdns,q,TXT,False,3.7e-05,79,1
yourthings,mdns,q,TXT,False,3.8e-05,33,
yourthings,mdns,q,TXT,False,3.9e-05,19,
yourthings,mdns,q,TXT,False,4e-05,7,
yourthings,mdns,q,TXT,False,4.1e-05,1,
yourthings,mdns,q,TXT,False,5.1e-05,,2
yourthings,mdns,q,TXT,False,5.2e-05,,2
yourthings,mdns,q,TXT,False,8.2e-05,2,
yourthings,mdns,q,TXT,False,8.4e-05,2,
yourthings,mdns,q,PTR,False,2.2e-05,7,55
yourthings,mdns,q,PTR,False,2.3e-05,1041,1333
yourthings,mdns,q,PTR,False,2.4e-05,1680,1493
yourthings,mdns,q,PTR,False,2.5e-05,6285,8023
yourthings,mdns,q,PTR,False,2.6e-05,32418,40954
yourthings,mdns,q,PTR,False,2.7e-05,51925,45267
yourthings,mdns,q,PTR,False,2.8e-05,24474,20778
yourthings,mdns,q,PTR,False,2.9e-05,5252,6823
yourthings,mdns,q,PTR,False,3e-05,691,5360
yourthings,mdns,q,PTR,False,3.1e-05,536,4154
yourthings,mdns,q,PTR,False,3.2e-05,2674,1904
yourthings,mdns,q,PTR,False,3.3e-05,4846,477
yourthings,mdns,q,PTR,False,3.4e-05,3464,103
yourthings,mdns,q,PTR,False,3.5e-05,1198,26
yourthings,mdns,q,PTR,False,3.6e-05,242,11
yourthings,mdns,q,PTR,False,3.7e-05,41,7
yourthings,mdns,q,PTR,False,3.8e-05,5,3
yourthings,mdns,q,PTR,False,3.9e-05,8,12
yourthings,mdns,q,PTR,False,4e-05,2,279
yourthings,mdns,q,PTR,False,4.1e-05,4,1572
yourthings,mdns,q,PTR,False,4.2e-05,4,790
yourthings,mdns,q,PTR,False,4.3e-05,,1047
yourthings,mdns,q,PTR,False,4.4e-05,1,1874
yourthings,mdns,q,PTR,False,4.5e-05,2,6615
yourthings,mdns,q,PTR,False,4.6e-05,,12870
yourthings,mdns,q,PTR,False,4.7e-05,,16936
yourthings,mdns,q,PTR,False,4.8e-05,,14792
yourthings,mdns,q,PTR,False,4.9e-05,2,9338
yourthings,mdns,q,PTR,False,5e-05,,6841
yourthings,mdns,q,PTR,False,5.1e-05,,3480
yourthings,mdns,q,PTR,False,5.2e-05,,935
yourthings,mdns,q,PTR,False,5.3e-05,,188
yourthings,mdns,q,PTR,False,5.4e-05,,37
yourthings,mdns,q,PTR,False,5.5e-05,,11
yourthings,mdns,q,PTR,False,5.6e-05,,11
yourthings,mdns,q,PTR,False,5.7e-05,,12
yourthings,mdns,q,PTR,False,5.8e-05,,16
yourthings,mdns,q,PTR,False,5.9e-05,,11
yourthings,mdns,q,PTR,False,6e-05,,8
yourthings,mdns,q,PTR,False,6.1e-05,,6
yourthings,mdns,q,PTR,False,6.2e-05,37,12
yourthings,mdns,q,PTR,False,6.3e-05,613,5
yourthings,mdns,q,PTR,False,6.4e-05,1240,1
yourthings,mdns,q,PTR,False,6.5e-05,399,3
yourthings,mdns,q,PTR,False,6.6e-05,381,4
yourthings,mdns,q,PTR,False,6.7e-05,795,3
yourthings,mdns,q,PTR,False,6.8e-05,780,1
yourthings,mdns,q,PTR,False,6.9e-05,1807,3
yourthings,mdns,q,PTR,False,7e-05,4230,2
yourthings,mdns,q,PTR,False,7.1e-05,6924,2
yourthings,mdns,q,PTR,False,7.2e-05,9140,1
yourthings,mdns,q,PTR,False,7.3e-05,11084,1
yourthings,mdns,q,PTR,False,7.4e-05,10167,
yourthings,mdns,q,PTR,False,7.5e-05,8695,1
yourthings,mdns,q,PTR,False,7.6e-05,6071,
yourthings,mdns,q,PTR,False,7.7e-05,5111,
yourthings,mdns,q,PTR,False,7.8e-05,5045,
yourthings,mdns,q,PTR,False,7.9e-05,2717,1
yourthings,mdns,q,PTR,False,8e-05,1428,3
yourthings,mdns,q,PTR,False,8.1e-05,629,
yourthings,mdns,q,PTR,False,8.2e-05,227,1
yourthings,mdns,q,PTR,False,8.3e-05,71,1
yourthings,mdns,q,PTR,False,8.4e-05,17,
yourthings,mdns,q,PTR,False,8.5e-05,12,1
yourthings,mdns,q,PTR,False,8.6e-05,9,1
yourthings,mdns,q,PTR,False,8.7e-05,3,
yourthings,mdns,q,PTR,False,8.8e-05,4,
yourthings,mdns,q,PTR,False,8.9e-05,8,
yourthings,mdns,q,PTR,False,9e-05,11,1
yourthings,mdns,q,PTR,False,9.1e-05,4,3
yourthings,mdns,q,PTR,False,9.2e-05,5,
yourthings,mdns,q,PTR,False,9.3e-05,2,1
yourthings,mdns,q,PTR,False,9.4e-05,3,
yourthings,mdns,q,PTR,False,9.5e-05,3,
yourthings,mdns,q,PTR,False,9.6e-05,3,
yourthings,mdns,q,PTR,False,9.7e-05,5,1
yourthings,mdns,q,PTR,False,9.8e-05,4,
yourthings,mdns,q,PTR,False,9.9e-05,3,
yourthings,mdns,q,PTR,False,0.0001,4,
yourthings,mdns,q,PTR,False,0.000101,1,
yourthings,mdns,q,PTR,False,0.000102,1,
yourthings,mdns,q,PTR,False,0.000103,1,1
yourthings,mdns,q,PTR,False,0.000104,1,
yourthings,mdns,q,PTR,False,0.000105,1,
yourthings,mdns,q,PTR,False,0.000106,2,
yourthings,mdns,q,PTR,False,0.000107,1,
yourthings,mdns,q,PTR,False,0.000108,1,1
yourthings,mdns,q,PTR,False,0.00011,1,
yourthings,mdns,q,PTR,False,0.000111,,1
yourthings,mdns,q,PTR,False,0.000116,2,
yourthings,mdns,q,PTR,False,0.000121,1,
yourthings,mdns,q,PTR,False,0.000122,1,1
yourthings,mdns,q,PTR,False,0.000124,2,
yourthings,mdns,q,PTR,False,0.000126,1,
yourthings,mdns,q,PTR,False,0.000132,1,
yourthings,mdns,q,PTR,False,0.000134,,1
yourthings,mdns,q,PTR,False,0.000137,1,
yourthings,mdns,q,PTR,False,0.000138,,1
yourthings,mdns,q,PTR,False,0.000142,1,
yourthings,mdns,q,PTR,False,0.000143,1,
yourthings,mdns,q,PTR,False,0.000151,,1
yourthings,mdns,q,PTR,False,0.000152,,1
yourthings,mdns,q,PTR,False,0.000156,,1
yourthings,mdns,q,PTR,False,0.00017,,1
yourthings,mdns,q,PTR,False,0.000172,1,
yourthings,mdns,q,PTR,False,0.000222,,1
yourthings,mdns,q,PTR,False,0.00027,1,
yourthings,mdns,q,HINFO,False,2.2e-05,3,
yourthings,mdns,q,HINFO,False,2.3e-05,3,
yourthings,mdns,q,HINFO,False,2.4e-05,12,1
yourthings,mdns,q,HINFO,False,2.5e-05,5,9
yourthings,mdns,q,HINFO,False,2.6e-05,5,9
yourthings,mdns,q,HINFO,False,2.7e-05,3,10
yourthings,mdns,q,HINFO,False,2.8e-05,3,7
yourthings,mdns,q,HINFO,False,2.9e-05,3,2
yourthings,mdns,q,HINFO,False,8.8e-05,1,
yourthings,mdns,q,ANY,False,4.1e-05,,5
yourthings,mdns,q,ANY,False,4.2e-05,,1
yourthings,mdns,q,ANY,False,4.3e-05,,2
yourthings,mdns,q,ANY,False,4.6e-05,,4
yourthings,mdns,q,ANY,False,4.7e-05,,18
yourthings,mdns,q,ANY,False,4.8e-05,,38
yourthings,mdns,q,ANY,False,4.9e-05,,27
yourthings,mdns,q,ANY,False,5e-05,,10
yourthings,mdns,q,ANY,False,5.1e-05,,3
yourthings,mdns,q,ANY,False,5.8e-05,4,
yourthings,mdns,q,ANY,False,5.9e-05,3,
yourthings,mdns,q,ANY,False,6e-05,1,
yourthings,mdns,q,ANY,False,6.5e-05,,1
yourthings,mdns,q,ANY,False,6.6e-05,8,6
yourthings,mdns,q,ANY,False,6.7e-05,13,
yourthings,mdns,q,ANY,False,6.8e-05,25,
yourthings,mdns,q,ANY,False,6.9e-05,29,4
yourthings,mdns,q,ANY,False,7e-05,10,1
yourthings,mdns,q,ANY,False,7.1e-05,10,
yourthings,mdns,q,ANY,False,7.2e-05,2,
yourthings,mdns,q,ANY,False,7.3e-05,3,
yourthings,mdns,q,ANY,False,0.00011,4,
yourthings,mdns,q,ANY,False,0.000111,3,
yourthings,mdns,q,ANY,False,0.000112,1,
yourthings,mdns,q,ANY,False,0.000116,2,
yourthings,mdns,q,ANY,False,0.000117,2,
yourthings,mdns,q,SRV,False,2.6e-05,,16
yourthings,mdns,q,SRV,False,2.7e-05,5,229
yourthings,mdns,q,SRV,False,2.8e-05,106,421
yourthings,mdns,q,SRV,False,2.9e-05,386,452
yourthings,mdns,q,SRV,False,3e-05,250,594
yourthings,mdns,q,SRV,False,3.1e-05,60,1727
yourthings,mdns,q,SRV,False,3.2e-05,47,4295
yourthings,mdns,q,SRV,False,3.3e-05,90,7348
yourthings,mdns,q,SRV,False,3.4e-05,118,7757
yourthings,mdns,q,SRV,False,3.5e-05,442,4220
yourthings,mdns,q,SRV,False,3.6e-05,1292,1572
yourthings,mdns,q,SRV,False,3.7e-05,2915,331
yourthings,mdns,q,SRV,False,3.8e-05,3323,61
yourthings,mdns,q,SRV,False,3.9e-05,3416,12
yourthings,mdns,q,SRV,False,4e-05,5140,2
yourthings,mdns,q,SRV,False,4.1e-05,6091,4
yourthings,mdns,q,SRV,False,4.2e-05,3650,3
yourthings,mdns,q,SRV,False,4.3e-05,1386,
yourthings,mdns,q,SRV,False,4.4e-05,266,2
yourthings,mdns,q,SRV,False,4.5e-05,42,1
yourthings,mdns,q,SRV,False,4.6e-05,14,1
yourthings,mdns,q,SRV,False,4.7e-05,4,
yourthings,mdns,q,SRV,False,4.8e-05,,2
yourthings,mdns,q,SRV,False,4.9e-05,4,3
yourthings,mdns,q,SRV,False,5.1e-05,,4
yourthings,mdns,q,SRV,False,5.2e-05,1,6
yourthings,mdns,q,SRV,False,5.3e-05,2,2
yourthings,mdns,q,SRV,False,5.6e-05,,1
yourthings,mdns,q,SRV,False,5.9e-05,,1
yourthings,mdns,q,SRV,False,7.7e-05,2,
yourthings,mdns,q,SRV,False,7.8e-05,2,
yourthings,mdns,q,SRV,False,8.1e-05,3,
yourthings,mdns,q,SRV,False,8.2e-05,4,
yourthings,mdns,q,SRV,False,8.3e-05,5,
yourthings,mdns,q,SRV,False,9.1e-05,1,
yourthings,mdns,q,SRV,False,9.5e-05,,1
yourthings,mdns,q,SRV,False,9.9e-05,,1
yourthings,mdns,q,SRV,False,0.000106,1,
yourthings,mdns,q,SRV,False,0.000109,1,
yourthings,mdns,q,SRV,False,0.000127,,1
yourthings,mdns,q,SRV,False,0.00013,1,
yourthings,mdns,r,PTR,True,7e-05,,2
yourthings,mdns,r,PTR,True,7.1e-05,,1
yourthings,mdns,r,PTR,True,7.2e-05,,5
yourthings,mdns,r,PTR,True,7.3e-05,,2
yourthings,mdns,r,PTR,True,7.4e-05,,3
yourthings,mdns,r,PTR,True,7.5e-05,,1
yourthings,mdns,r,PTR,True,7.6e-05,,4
yourthings,mdns,r,PTR,True,7.7e-05,,1
yourthings,mdns,r,PTR,True,7.8e-05,,2
yourthings,mdns,r,PTR,True,8.1e-05,,3
yourthings,mdns,r,PTR,True,0.000152,1,
yourthings,mdns,r,PTR,True,0.000155,1,
yourthings,mdns,r,PTR,True,0.000157,2,
yourthings,mdns,r,PTR,True,0.000158,1,
yourthings,mdns,r,PTR,True,0.00016,2,
yourthings,mdns,r,PTR,True,0.000161,1,
yourthings,mdns,r,PTR,True,0.000162,2,
yourthings,mdns,r,PTR,True,0.000163,3,
yourthings,mdns,r,PTR,True,0.000164,1,
yourthings,mdns,r,PTR,True,0.000165,1,
yourthings,mdns,r,PTR,True,0.000166,1,
yourthings,mdns,r,PTR,True,0.000168,2,
yourthings,mdns,r,PTR,True,0.000169,2,
yourthings,mdns,r,PTR,True,0.000171,1,
yourthings,mdns,r,PTR,True,0.000177,1,
yourthings,mdns,r,PTR,True,0.000179,1,
yourthings,mdns,r,PTR,True,0.000182,1,
yourthings,dns,q,A,False,1.8e-05,39,
yourthings,dns,q,A,False,1.9e-05,138,
yourthings,dns,q,A,False,2e-05,173,
yourthings,dns,q,A,False,2.1e-05,729,15
yourthings,dns,q,A,False,2.2e-05,2813,176
yourthings,dns,q,A,False,2.3e-05,7410,2197
yourthings,dns,q,A,False,2.4e-05,36711,4986
yourthings,dns,q,A,False,2.5e-05,94244,21611
yourthings,dns,q,A,False,2.6e-05,114393,96941
yourthings,dns,q,A,False,2.7e-05,98019,158817
yourthings,dns,q,A,False,2.8e-05,61561,118338
yourthings,dns,q,A,False,2.9e-05,31722,58158
yourthings,dns,q,A,False,3e-05,17257,28567
yourthings,dns,q,A,False,3.1e-05,10547,40930
yourthings,dns,q,A,False,3.2e-05,5552,28951
yourthings,dns,q,A,False,3.3e-05,5718,13467
yourthings,dns,q,A,False,3.4e-05,15371,3282
yourthings,dns,q,A,False,3.5e-05,35050,464
yourthings,dns,q,A,False,3.6e-05,27492,206
yourthings,dns,q,A,False,3.7e-05,9874,105
yourthings,dns,q,A,False,3.8e-05,1562,61
yourthings,dns,q,A,False,3.9e-05,301,26
yourthings,dns,q,A,False,4e-05,185,20
yourthings,dns,q,A,False,4.1e-05,144,15
yourthings,dns,q,A,False,4.2e-05,117,22
yourthings,dns,q,A,False,4.3e-05,105,17
yourthings,dns,q,A,False,4.4e-05,98,16
yourthings,dns,q,A,False,4.5e-05,33,8
yourthings,dns,q,A,False,4.6e-05,16,10
yourthings,dns,q,A,False,4.7e-05,12,5
yourthings,dns,q,A,False,4.8e-05,5,3
yourthings,dns,q,A,False,4.9e-05,4,2
yourthings,dns,q,A,False,5e-05,4,2
yourthings,dns,q,A,False,5.1e-05,1,3
yourthings,dns,q,A,False,5.2e-05,2,2
yourthings,dns,q,A,False,5.3e-05,1,3
yourthings,dns,q,A,False,5.4e-05,,1
yourthings,dns,q,A,False,5.5e-05,1,1
yourthings,dns,q,A,False,5.6e-05,1,1
yourthings,dns,q,A,False,5.8e-05,4,1
yourthings,dns,q,A,False,5.9e-05,3,
yourthings,dns,q,A,False,6e-05,7,
yourthings,dns,q,A,False,6.1e-05,2,1
yourthings,dns,q,A,False,6.2e-05,2,1
yourthings,dns,q,A,False,6.3e-05,2,2
yourthings,dns,q,A,False,6.4e-05,3,
yourthings,dns,q,A,False,6.5e-05,2,
yourthings,dns,q,A,False,6.6e-05,3,1
yourthings,dns,q,A,False,6.7e-05,,2
yourthings,dns,q,A,False,6.8e-05,1,1
yourthings,dns,q,A,False,6.9e-05,2,1
yourthings,dns,q,A,False,7e-05,,2
yourthings,dns,q,A,False,7.1e-05,1,1
yourthings,dns,q,A,False,7.2e-05,,2
yourthings,dns,q,A,False,7.3e-05,,1
yourthings,dns,q,A,False,7.4e-05,2,1
yourthings,dns,q,A,False,7.6e-05,,1
yourthings,dns,q,A,False,7.7e-05,2,
yourthings,dns,q,A,False,7.8e-05,2,1
yourthings,dns,q,A,False,7.9e-05,1,1
yourthings,dns,q,A,False,8e-05,2,1
yourthings,dns,q,A,False,8.1e-05,2,
yourthings,dns,q,A,False,8.2e-05,,1
yourthings,dns,q,A,False,8.3e-05,1,2
yourthings,dns,q,A,False,8.4e-05,1,1
yourthings,dns,q,A,False,8.5e-05,1,1
yourthings,dns,q,A,False,8.7e-05,1,1
yourthings,dns,q,A,False,8.8e-05,1,
yourthings,dns,q,A,False,8.9e-05,2,
yourthings,dns,q,A,False,9e-05,1,1
yourthings,dns,q,A,False,9.2e-05,,1
yourthings,dns,q,A,False,9.3e-05,2,2
yourthings,dns,q,A,False,9.5e-05,1,1
yourthings,dns,q,A,False,0.000101,,2
yourthings,dns,q,A,False,0.000105,1,1
yourthings,dns,q,A,False,0.000106,1,
yourthings,dns,q,A,False,0.000107,,1
yourthings,dns,q,A,False,0.000113,1,1
yourthings,dns,q,A,False,0.000115,1,1
yourthings,dns,q,A,False,0.000118,1,
yourthings,dns,q,A,False,0.000119,1,
yourthings,dns,q,A,False,0.00012,,1
yourthings,dns,q,A,False,0.000122,1,
yourthings,dns,q,A,False,0.000123,,1
yourthings,dns,q,A,False,0.000124,1,1
yourthings,dns,q,A,False,0.000125,,1
yourthings,dns,q,A,False,0.000128,,1
yourthings,dns,q,A,False,0.000132,1,
yourthings,dns,q,A,False,0.000142,1,
yourthings,dns,q,A,False,0.000143,1,
yourthings,dns,q,A,False,0.000171,,1
yourthings,dns,q,A,False,0.000172,1,
yourthings,dns,q,A,False,0.000186,1,
yourthings,dns,q,A,False,0.000187,1,
yourthings,dns,q,A,False,0.000189,,1
yourthings,dns,q,A,False,0.00019,1,1
yourthings,dns,q,A,False,0.000191,1,
yourthings,dns,q,AAAA,False,1.6e-05,1,
yourthings,dns,q,AAAA,False,1.7e-05,8,
yourthings,dns,q,AAAA,False,1.8e-05,12,
yourthings,dns,q,AAAA,False,1.9e-05,6,
yourthings,dns,q,AAAA,False,2e-05,30,
yourthings,dns,q,AAAA,False,2.1e-05,562,5
yourthings,dns,q,AAAA,False,2.2e-05,1507,476
yourthings,dns,q,AAAA,False,2.3e-05,6096,1334
