dataset,protocol,msg,qtype,w_query,x,application/dns-message decode,application/dns-message encode
moniotr,dns,r,PTR,,0.000125,,2
moniotr,dns,r,PTR,,0.000144,1,
moniotr,dns,r,PTR,,0.000145,1,
moniotr,dns,r,PTR,,0.00016,1,
moniotr,dns,r,PTR,,0.000165,1,
moniotr,dns,r,PTR,,0.000166,1,
moniotr,dns,r,PTR,,0.000168,1,
yourthings,llmnr,q,PTR,,2.3e-05,,41
yourthings,llmnr,q,PTR,,2.4e-05,,144
yourthings,llmnr,q,PTR,,2.5e-05,,35
yourthings,llmnr,q,PTR,,2.6e-05,,5
yourthings,llmnr,q,PTR,,3.7e-05,49,
yourthings,llmnr,q,PTR,,3.8e-05,83,
yourthings,llmnr,q,PTR,,3.9e-05,55,
yourthings,llmnr,q,PTR,,4e-05,24,
yourthings,llmnr,q,PTR,,4.1e-05,10,
yourthings,llmnr,q,PTR,,4.2e-05,2,
yourthings,llmnr,q,PTR,,4.3e-05,1,
yourthings,llmnr,q,PTR,,0.000155,1,
yourthings,mdns,q,A,,2.9e-05,,47
yourthings,mdns,q,A,,3e-05,,128
yourthings,mdns,q,A,,3.1e-05,,67
yourthings,mdns,q,A,,3.2e-05,,601
yourthings,mdns,q,A,,3.3e-05,,3819
yourthings,mdns,q,A,,3.4e-05,,6457
yourthings,mdns,q,A,,3.5e-05,,3519
yourthings,mdns,q,A,,3.6e-05,25,978
yourthings,mdns,q,A,,3.7e-05,126,136
yourthings,mdns,q,A,,3.8e-05,49,17
yourthings,mdns,q,A,,3.9e-05,50,4
yourthings,mdns,q,A,,4e-05,644,2
yourthings,mdns,q,A,,4.1e-05,3124,3
yourthings,mdns,q,A,,4.2e-05,5684,
yourthings,mdns,q,A,,4.3e-05,3598,
yourthings,mdns,q,A,,4.4e-05,1774,2
yourthings,mdns,q,A,,4.5e-05,534,
yourthings,mdns,q,A,,4.6e-05,134,
yourthings,mdns,q,A,,4.7e-05,23,
yourthings,mdns,q,A,,4.9e-05,3,
yourthings,mdns,q,A,,5e-05,3,
yourthings,mdns,q,A,,5.1e-05,1,
yourthings,mdns,q,A,,5.3e-05,2,
yourthings,mdns,q,A,,5.4e-05,,1
yourthings,mdns,q,A,,5.5e-05,1,5
yourthings,mdns,q,A,,5.6e-05,2,7
yourthings,mdns,q,A,,5.7e-05,,7
yourthings,mdns,q,A,,5.8e-05,1,2
yourthings,mdns,q,A,,5.9e-05,1,1
yourthings,mdns,q,A,,6e-05,1,2
yourthings,mdns,q,A,,6.1e-05,,1
yourthings,mdns,q,A,,8.6e-05,1,
yourthings,mdns,q,A,,9.1e-05,,1
yourthings,mdns,q,A,,0.000106,4,
yourthings,mdns,q,A,,0.000107,3,
yourthings,mdns,q,A,,0.000108,6,
yourthings,mdns,q,A,,0.000109,5,
yourthings,mdns,q,A,,0.00011,4,
yourthings,mdns,q,A,,0.000116,2,
yourthings,mdns,q,A,,0.000118,1,
yourthings,mdns,q,A,,0.000119,1,
yourthings,mdns,q,A,,0.000194,,1
yourthings,mdns,q,A,,0.000325,1,
yourthings,mdns,q,AAAA,,2.7e-05,,4
yourthings,mdns,q,AAAA,,2.8e-05,,13
yourthings,mdns,q,AAAA,,2.9e-05,,20
yourthings,mdns,q,AAAA,,3e-05,,22
yourthings,mdns,q,AAAA,,3.1e-05,,15
yourthings,mdns,q,AAAA,,3.2e-05,,464
yourthings,mdns,q,AAAA,,3.3e-05,,3626
yourthings,mdns,q,AAAA,,3.4e-05,,5186
yourthings,mdns,q,AAAA,,3.5e-05,,3095
yourthings,mdns,q,AAAA,,3.6e-05,,781
yourthings,mdns,q,AAAA,,3.7e-05,1,121
yourthings,mdns,q,AAAA,,3.8e-05,9,40
yourthings,mdns,q,AAAA,,3.9e-05,20,10
yourthings,mdns,q,AAAA,,4e-05,424,2
yourthings,mdns,q,AAAA,,4.1e-05,2104,3
yourthings,mdns,q,AAAA,,4.2e-05,3164,
yourthings,mdns,q,AAAA,,4.3e-05,2601,
yourthings,mdns,q,AAAA,,4.4e-05,1535,
yourthings,mdns,q,AAAA,,4.5e-05,1385,2
yourthings,mdns,q,AAAA,,4.6e-05,1141,1
yourthings,mdns,q,AAAA,,4.7e-05,663,1
yourthings,mdns,q,AAAA,,4.8e-05,289,1
yourthings,mdns,q,AAAA,,4.9e-05,123,10
yourthings,mdns,q,AAAA,,5e-05,36,34
yourthings,mdns,q,AAAA,,5.1e-05,13,37
yourthings,mdns,q,AAAA,,5.2e-05,4,35
yourthings,mdns,q,AAAA,,5.3e-05,3,20
yourthings,mdns,q,AAAA,,5.4e-05,2,32
yourthings,mdns,q,AAAA,,5.5e-05,1,27
yourthings,mdns,q,AAAA,,5.6e-05,1,18
yourthings,mdns,q,AAAA,,5.7e-05,2,7
yourthings,mdns,q,AAAA,,5.8e-05,2,3
yourthings,mdns,q,AAAA,,5.9e-05,,2
yourthings,mdns,q,AAAA,,6.1e-05,1,
yourthings,mdns,q,AAAA,,6.2e-05,,1
yourthings,mdns,q,AAAA,,7e-05,,3
yourthings,mdns,q,AAAA,,7.1e-05,,1
yourthings,mdns,q,AAAA,,8e-05,1,
yourthings,mdns,q,AAAA,,0.000108,11,
yourthings,mdns,q,AAAA,,0.000109,12,
yourthings,mdns,q,AAAA,,0.00011,7,
yourthings,mdns,q,AAAA,,0.000111,11,
yourthings,mdns,q,AAAA,,0.000112,13,
yourthings,mdns,q,AAAA,,0.000113,17,
yourthings,mdns,q,AAAA,,0.000114,10,
yourthings,mdns,q,AAAA,,0.000115,7,
yourthings,mdns,q,AAAA,,0.000116,9,
yourthings,mdns,q,AAAA,,0.000117,5,
yourthings,mdns,q,AAAA,,0.000118,6,
yourthings,mdns,q,AAAA,,0.000119,3,
yourthings,mdns,q,AAAA,,0.00012,1,
yourthings,mdns,q,AAAA,,0.000121,1,
yourthings,mdns,q,AAAA,,0.000122,1,
yourthings,mdns,q,AAAA,,0.00013,1,
yourthings,mdns,q,AAAA,,0.000166,,1
yourthings,mdns,q,AAAA,,0.000196,,1
yourthings,mdns,q,AAAA,,0.000197,,1
yourthings,mdns,q,TXT,,4.2e-05,2,
yourthings,mdns,q,TXT,,4.3e-05,34,
yourthings,mdns,q,TXT,,4.4e-05,59,2
yourthings,mdns,q,TXT,,4.5e-05,76,7
yourthings,mdns,q,TXT,,4.6e-05,78,21
yourthings,mdns,q,TXT,,4.7e-05,102,49
yourthings,mdns,q,TXT,,4.8e-05,79,51
yourthings,mdns,q,TXT,,4.9e-05,42,52
yourthings,mdns,q,TXT,,5e-05,21,37
yourthings,mdns,q,TXT,,5.1e-05,3,34
yourthings,mdns,q,TXT,,5.2e-05,,40
yourthings,mdns,q,TXT,,5.3e-05,,43
yourthings,mdns,q,TXT,,5.4e-05,,66
yourthings,mdns,q,TXT,,5.5e-05,,50
yourthings,mdns,q,TXT,,5.6e-05,,29
yourthings,mdns,q,TXT,,5.7e-05,,8
yourthings,mdns,q,TXT,,5.8e-05,,3
yourthings,mdns,q,TXT,,5.9e-05,,2
yourthings,mdns,q,TXT,,6e-05,,1
yourthings,mdns,q,TXT,,6.7e-05,,1
yourthings,mdns,q,TXT,,6.8e-05,,1
yourthings,mdns,q,TXT,,6.9e-05,,8
yourthings,mdns,q,TXT,,7e-05,,6
yourthings,mdns,q,TXT,,7.1e-05,,24
yourthings,mdns,q,TXT,,7.2e-05,,28
yourthings,mdns,q,TXT,,7.3e-05,,38
yourthings,mdns,q,TXT,,7.4e-05,,52
yourthings,mdns,q,TXT,,7.5e-05,,47
yourthings,mdns,q,TXT,,7.6e-05,,43
yourthings,mdns,q,TXT,,7.7e-05,,36
yourthings,mdns,q,TXT,,7.8e-05,,30
yourthings,mdns,q,TXT,,7.9e-05,,13
yourthings,mdns,q,TXT,,8e-05,,22
yourthings,mdns,q,TXT,,8.1e-05,,9
yourthings,mdns,q,TXT,,8.2e-05,,5
yourthings,mdns,q,TXT,,8.3e-05,,3
yourthings,mdns,q,TXT,,8.4e-05,,4
yourthings,mdns,q,TXT,,8.6e-05,,1
yourthings,mdns,q,TXT,,0.000108,,1
yourthings,mdns,q,TXT,,0.000113,3,
yourthings,mdns,q,TXT,,0.000114,9,
yourthings,mdns,q,TXT,,0.000115,9,
yourthings,mdns,q,TXT,,0.000116,6,
yourthings,mdns,q,TXT,,0.000117,20,
yourthings,mdns,q,TXT,,0.000118,20,
yourthings,mdns,q,TXT,,0.000119,31,
yourthings,mdns,q,TXT,,0.00012,20,
yourthings,mdns,q,TXT,,0.000121,21,
yourthings,mdns,q,TXT,,0.000122,22,
yourthings,mdns,q,TXT,,0.000123,20,
yourthings,mdns,q,TXT,,0.000124,20,
yourthings,mdns,q,TXT,,0.000125,15,
yourthings,mdns,q,TXT,,0.000126,19,
yourthings,mdns,q,TXT,,0.000127,14,
yourthings,mdns,q,TXT,,0.000128,20,
yourthings,mdns,q,TXT,,0.000129,15,
yourthings,mdns,q,TXT,,0.00013,13,
yourthings,mdns,q,TXT,,0.000131,17,
yourthings,mdns,q,TXT,,0.000132,13,
yourthings,mdns,q,TXT,,0.000133,8,
yourthings,mdns,q,TXT,,0.000134,8,
yourthings,mdns,q,TXT,,0.000135,4,
yourthings,mdns,q,TXT,,0.000136,7,
yourthings,mdns,q,TXT,,0.000137,6,
yourthings,mdns,q,TXT,,0.000138,6,
yourthings,mdns,q,TXT,,0.000139,2,
yourthings,mdns,q,TXT,,0.00014,1,
yourthings,mdns,q,TXT,,0.000141,1,
yourthings,mdns,q,TXT,,0.000142,2,
yourthings,mdns,q,TXT,,0.00021,,1
yourthings,mdns,q,PTR,,3.1e-05,,7
yourthings,mdns,q,PTR,,3.2e-05,,424
yourthings,mdns,q,PTR,,3.3e-05,,675
yourthings,mdns,q,PTR,,3.4e-05,,635
yourthings,mdns,q,PTR,,3.5e-05,,5264
yourthings,mdns,q,PTR,,3.6e-05,250,23466
yourthings,mdns,q,PTR,,3.7e-05,719,38654
yourthings,mdns,q,PTR,,3.8e-05,401,27076
yourthings,mdns,q,PTR,,3.9e-05,689,10952
yourthings,mdns,q,PTR,,4e-05,7524,2896
yourthings,mdns,q,PTR,,4.1e-05,27947,421
yourthings,mdns,q,PTR,,4.2e-05,37111,89
yourthings,mdns,q,PTR,,4.3e-05,22543,36
yourthings,mdns,q,PTR,,4.4e-05,9756,19
yourthings,mdns,q,PTR,,4.5e-05,3058,16
yourthings,mdns,q,PTR,,4.6e-05,1666,25
yourthings,mdns,q,PTR,,4.7e-05,3381,56
yourthings,mdns,q,PTR,,4.8e-05,3992,50
yourthings,mdns,q,PTR,,4.9e-05,2630,31
yourthings,mdns,q,PTR,,5e-05,1264,28
yourthings,mdns,q,PTR,,5.1e-05,429,9
yourthings,mdns,q,PTR,,5.2e-05,116,4
yourthings,mdns,q,PTR,,5.3e-05,43,
yourthings,mdns,q,PTR,,5.4e-05,6,1
yourthings,mdns,q,PTR,,5.5e-05,10,1
yourthings,mdns,q,PTR,,5.6e-05,5,1
yourthings,mdns,q,PTR,,5.7e-05,2,12
yourthings,mdns,q,PTR,,5.8e-05,6,27
yourthings,mdns,q,PTR,,5.9e-05,2,20
yourthings,mdns,q,PTR,,6e-05,2,14
yourthings,mdns,q,PTR,,6.1e-05,2,18
yourthings,mdns,q,PTR,,6.2e-05,2,77
yourthings,mdns,q,PTR,,6.3e-05,2,459
yourthings,mdns,q,PTR,,6.4e-05,3,1278
yourthings,mdns,q,PTR,,6.5e-05,3,2342
yourthings,mdns,q,PTR,,6.6e-05,2,2610
yourthings,mdns,q,PTR,,6.7e-05,1,2378
yourthings,mdns,q,PTR,,6.8e-05,1,1752
yourthings,mdns,q,PTR,,6.9e-05,,1044
yourthings,mdns,q,PTR,,7e-05,,429
yourthings,mdns,q,PTR,,7.1e-05,,190
yourthings,mdns,q,PTR,,7.2e-05,1,47
yourthings,mdns,q,PTR,,7.3e-05,1,19
yourthings,mdns,q,PTR,,7.4e-05,,4
yourthings,mdns,q,PTR,,7.5e-05,,4
yourthings,mdns,q,PTR,,7.6e-05,,7
yourthings,mdns,q,PTR,,7.7e-05,,6
yourthings,mdns,q,PTR,,7.8e-05,,5
yourthings,mdns,q,PTR,,7.9e-05,,14
yourthings,mdns,q,PTR,,8e-05,1,28
yourthings,mdns,q,PTR,,8.1e-05,,54
yourthings,mdns,q,PTR,,8.2e-05,,79
yourthings,mdns,q,PTR,,8.3e-05,,81
yourthings,mdns,q,PTR,,8.4e-05,,80
yourthings,mdns,q,PTR,,8.5e-05,,52
yourthings,mdns,q,PTR,,8.6e-05,,69
yourthings,mdns,q,PTR,,8.7e-05,2,68
yourthings,mdns,q,PTR,,8.8e-05,,43
yourthings,mdns,q,PTR,,8.9e-05,,68
yourthings,mdns,q,PTR,,9e-05,1,127
yourthings,mdns,q,PTR,,9.1e-05,,236
yourthings,mdns,q,PTR,,9.2e-05,,448
yourthings,mdns,q,PTR,,9.3e-05,,661
yourthings,mdns,q,PTR,,9.4e-05,,736
yourthings,mdns,q,PTR,,9.5e-05,,693
yourthings,mdns,q,PTR,,9.6e-05,,645
yourthings,mdns,q,PTR,,9.7e-05,,544
yourthings,mdns,q,PTR,,9.8e-05,,343
yourthings,mdns,q,PTR,,9.9e-05,,234
yourthings,mdns,q,PTR,,0.0001,,145
yourthings,mdns,q,PTR,,0.000101,2,71
yourthings,mdns,q,PTR,,0.000102,,46
yourthings,mdns,q,PTR,,0.000103,3,15
yourthings,mdns,q,PTR,,0.000104,5,5
yourthings,mdns,q,PTR,,0.000105,11,2
yourthings,mdns,q,PTR,,0.000106,4,
yourthings,mdns,q,PTR,,0.000107,4,2
yourthings,mdns,q,PTR,,0.000108,6,
yourthings,mdns,q,PTR,,0.000109,2,
yourthings,mdns,q,PTR,,0.00011,3,
yourthings,mdns,q,PTR,,0.000111,,1
yourthings,mdns,q,PTR,,0.000112,,4
yourthings,mdns,q,PTR,,0.000113,2,9
yourthings,mdns,q,PTR,,0.000114,,22
yourthings,mdns,q,PTR,,0.000115,,26
yourthings,mdns,q,PTR,,0.000116,,21
yourthings,mdns,q,PTR,,0.000117,,20
yourthings,mdns,q,PTR,,0.000118,,21
yourthings,mdns,q,PTR,,0.000119,,14
yourthings,mdns,q,PTR,,0.00012,,7
yourthings,mdns,q,PTR,,0.000121,,9
yourthings,mdns,q,PTR,,0.000122,,17
yourthings,mdns,q,PTR,,0.000123,,27
yourthings,mdns,q,PTR,,0.000124,,27
yourthings,mdns,q,PTR,,0.000125,,35
yourthings,mdns,q,PTR,,0.000126,,37
yourthings,mdns,q,PTR,,0.000127,,44
yourthings,mdns,q,PTR,,0.000128,,54
yourthings,mdns,q,PTR,,0.000129,,45
yourthings,mdns,q,PTR,,0.00013,,71
yourthings,mdns,q,PTR,,0.000131,,56
yourthings,mdns,q,PTR,,0.000132,,50
yourthings,mdns,q,PTR,,0.000133,,46
yourthings,mdns,q,PTR,,0.000134,,97
yourthings,mdns,q,PTR,,0.000135,,149
yourthings,mdns,q,PTR,,0.000136,,251
yourthings,mdns,q,PTR,,0.000137,,351
yourthings,mdns,q,PTR,,0.000138,,535
yourthings,mdns,q,PTR,,0.000139,,583
yourthings,mdns,q,PTR,,0.00014,,641
yourthings,mdns,q,PTR,,0.000141,,722
yourthings,mdns,q,PTR,,0.000142,2,688
yourthings,mdns,q,PTR,,0.000143,3,626
yourthings,mdns,q,PTR,,0.000144,,453
yourthings,mdns,q,PTR,,0.000145,2,384
yourthings,mdns,q,PTR,,0.000146,1,272
yourthings,mdns,q,PTR,,0.000147,,209
yourthings,mdns,q,PTR,,0.000148,,173
yourthings,mdns,q,PTR,,0.000149,,95
yourthings,mdns,q,PTR,,0.00015,,89
yourthings,mdns,q,PTR,,0.000151,,82
yourthings,mdns,q,PTR,,0.000152,1,56
yourthings,mdns,q,PTR,,0.000153,,40
yourthings,mdns,q,PTR,,0.000154,3,34
yourthings,mdns,q,PTR,,0.000155,16,31
yourthings,mdns,q,PTR,,0.000156,34,25
yourthings,mdns,q,PTR,,0.000157,111,14
yourthings,mdns,q,PTR,,0.000158,166,6
yourthings,mdns,q,PTR,,0.000159,273,11
yourthings,mdns,q,PTR,,0.00016,387,9
yourthings,mdns,q,PTR,,0.000161,448,2
yourthings,mdns,q,PTR,,0.000162,448,2
yourthings,mdns,q,PTR,,0.000163,520,3
yourthings,mdns,q,PTR,,0.000164,495,1
yourthings,mdns,q,PTR,,0.000165,509,3
yourthings,mdns,q,PTR,,0.000166,467,2
yourthings,mdns,q,PTR,,0.000167,376,2
yourthings,mdns,q,PTR,,0.000168,285,4
yourthings,mdns,q,PTR,,0.000169,230,4
yourthings,mdns,q,PTR,,0.00017,216,2
yourthings,mdns,q,PTR,,0.000171,156,5
yourthings,mdns,q,PTR,,0.000172,123,4
yourthings,mdns,q,PTR,,0.000173,84,3
yourthings,mdns,q,PTR,,0.000174,65,9
yourthings,mdns,q,PTR,,0.000175,58,3
yourthings,mdns,q,PTR,,0.000176,36,1
yourthings,mdns,q,PTR,,0.000177,23,3
yourthings,mdns,q,PTR,,0.000178,15,
yourthings,mdns,q,PTR,,0.000179,15,
yourthings,mdns,q,PTR,,0.00018,4,
yourthings,mdns,q,PTR,,0.000181,7,
yourthings,mdns,q,PTR,,0.000182,4,2
yourthings,mdns,q,PTR,,0.000183,3,2
yourthings,mdns,q,PTR,,0.000184,1,1
yourthings,mdns,q,PTR,,0.000185,1,2
yourthings,mdns,q,PTR,,0.000186,1,2
yourthings,mdns,q,PTR,,0.000187,1,1
yourthings,mdns,q,PTR,,0.000188,1,5
yourthings,mdns,q,PTR,,0.000189,1,1
yourthings,mdns,q,PTR,,0.00019,2,1
yourthings,mdns,q,PTR,,0.000191,1,
yourthings,mdns,q,PTR,,0.000192,,2
yourthings,mdns,q,PTR,,0.000193,,1
yourthings,mdns,q,PTR,,0.000194,,2
yourthings,mdns,q,PTR,,0.000195,,1
yourthings,mdns,q,PTR,,0.000196,1,1
yourthings,mdns,q,PTR,,0.000198,,1
yourthings,mdns,q,PTR,,0.000199,,1
yourthings,mdns,q,PTR,,0.000201,,1
yourthings,mdns,q,PTR,,0.000203,1,
yourthings,mdns,q,PTR,,0.000204,1,
yourthings,mdns,q,PTR,,0.000213,,2
yourthings,mdns,q,PTR,,0.000214,,1
yourthings,mdns,q,PTR,,0.000215,,6
yourthings,mdns,q,PTR,,0.000216,,6
yourthings,mdns,q,PTR,,0.000217,,3
yourthings,mdns,q,PTR,,0.000218,,9
yourthings,mdns,q,PTR,,0.000219,,3
yourthings,mdns,q,PTR,,0.00022,,5
yourthings,mdns,q,PTR,,0.000221,,2
yourthings,mdns,q,PTR,,0.000222,,1
yourthings,mdns,q,PTR,,0.000223,,3
yourthings,mdns,q,PTR,,0.000225,,4
yourthings,mdns,q,PTR,,0.000226,,1
yourthings,mdns,q,PTR,,0.000227,,2
yourthings,mdns,q,PTR,,0.000231,,1
yourthings,mdns,q,PTR,,0.000264,5,
yourthings,mdns,q,PTR,,0.000265,3,
yourthings,mdns,q,PTR,,0.000266,9,
yourthings,mdns,q,PTR,,0.000267,25,
yourthings,mdns,q,PTR,,0.000268,26,
yourthings,mdns,q,PTR,,0.000269,51,
yourthings,mdns,q,PTR,,0.00027,88,
yourthings,mdns,q,PTR,,0.000271,110,
yourthings,mdns,q,PTR,,0.000272,179,
yourthings,mdns,q,PTR,,0.000273,208,
yourthings,mdns,q,PTR,,0.000274,274,
yourthings,mdns,q,PTR,,0.000275,305,
yourthings,mdns,q,PTR,,0.000276,334,
yourthings,mdns,q,PTR,,0.000277,340,
yourthings,mdns,q,PTR,,0.000278,335,
yourthings,mdns,q,PTR,,0.000279,317,
yourthings,mdns,q,PTR,,0.00028,322,
yourthings,mdns,q,PTR,,0.000281,373,
yourthings,mdns,q,PTR,,0.000282,399,
yourthings,mdns,q,PTR,,0.000283,390,
yourthings,mdns,q,PTR,,0.000284,358,
yourthings,mdns,q,PTR,,0.000285,361,
yourthings,mdns,q,PTR,,0.000286,300,
yourthings,mdns,q,PTR,,0.000287,267,
yourthings,mdns,q,PTR,,0.000288,221,
yourthings,mdns,q,PTR,,0.000289,181,
yourthings,mdns,q,PTR,,0.00029,177,
yourthings,mdns,q,PTR,,0.000291,153,
yourthings,mdns,q,PTR,,0.000292,154,
yourthings,mdns,q,PTR,,0.000293,115,
yourthings,mdns,q,PTR,,0.000294,83,
yourthings,mdns,q,PTR,,0.000295,78,
yourthings,mdns,q,PTR,,0.000296,75,
yourthings,mdns,q,PTR,,0.000297,68,
yourthings,mdns,q,PTR,,0.000298,60,
yourthings,mdns,q,PTR,,0.000299,49,
yourthings,mdns,q,PTR,,0.0003,37,
yourthings,mdns,q,PTR,,0.000301,25,
yourthings,mdns,q,PTR,,0.000302,19,
yourthings,mdns,q,PTR,,0.000303,14,
yourthings,mdns,q,PTR,,0.000304,12,
yourthings,mdns,q,PTR,,0.000305,12,
yourthings,mdns,q,PTR,,0.000306,3,
yourthings,mdns,q,PTR,,0.000307,5,
yourthings,mdns,q,PTR,,0.000308,2,
yourthings,mdns,q,PTR,,0.000309,1,
yourthings,mdns,q,PTR,,0.00031,2,
yourthings,mdns,q,PTR,,0.000311,4,
yourthings,mdns,q,PTR,,0.000312,2,
yourthings,mdns,q,PTR,,0.000314,1,
yourthings,mdns,q,PTR,,0.000325,1,
yourthings,mdns,q,PTR,,0.000329,1,
yourthings,mdns,q,PTR,,0.000338,1,
yourthings,mdns,q,PTR,,0.00034,1,
yourthings,mdns,q,PTR,,0.000351,1,
yourthings,mdns,q,PTR,,0.00036,1,
yourthings,mdns,q,PTR,,0.000362,1,
yourthings,mdns,q,PTR,,0.000363,1,
yourthings,mdns,q,PTR,,0.000366,1,
yourthings,mdns,q,PTR,,0.000367,2,
yourthings,mdns,q,PTR,,0.000368,1,
yourthings,mdns,q,PTR,,0.000369,1,
yourthings,mdns,q,PTR,,0.00037,1,
yourthings,mdns,q,PTR,,0.000376,4,
yourthings,mdns,q,PTR,,0.000377,2,
yourthings,mdns,q,PTR,,0.000378,7,
yourthings,mdns,q,PTR,,0.000379,2,
yourthings,mdns,q,PTR,,0.00038,5,
yourthings,mdns,q,PTR,,0.000381,17,
yourthings,mdns,q,PTR,,0.000382,19,
yourthings,mdns,q,PTR,,0.000383,12,
yourthings,mdns,q,PTR,,0.000384,16,
yourthings,mdns,q,PTR,,0.000385,8,
yourthings,mdns,q,PTR,,0.000386,11,
yourthings,mdns,q,PTR,,0.000387,19,1
yourthings,mdns,q,PTR,,0.000388,13,
yourthings,mdns,q,PTR,,0.000389,18,
yourthings,mdns,q,PTR,,0.00039,22,
yourthings,mdns,q,PTR,,0.000391,23,
yourthings,mdns,q,PTR,,0.000392,20,
yourthings,mdns,q,PTR,,0.000393,19,
yourthings,mdns,q,PTR,,0.000394,12,
yourthings,mdns,q,PTR,,0.000395,10,
yourthings,mdns,q,PTR,,0.000396,11,
yourthings,mdns,q,PTR,,0.000397,8,
yourthings,mdns,q,PTR,,0.000398,7,
yourthings,mdns,q,PTR,,0.000399,4,
yourthings,mdns,q,PTR,,0.0004,10,
yourthings,mdns,q,PTR,,0.000401,7,
yourthings,mdns,q,PTR,,0.000402,11,
yourthings,mdns,q,PTR,,0.000403,11,
yourthings,mdns,q,PTR,,0.000404,9,
yourthings,mdns,q,PTR,,0.000405,9,
yourthings,mdns,q,PTR,,0.000406,6,
yourthings,mdns,q,PTR,,0.000407,4,
yourthings,mdns,q,PTR,,0.000408,8,
yourthings,mdns,q,PTR,,0.000409,8,
yourthings,mdns,q,PTR,,0.00041,1,
yourthings,mdns,q,PTR,,0.000411,3,
yourthings,mdns,q,PTR,,0.000412,4,
yourthings,mdns,q,PTR,,0.000413,2,
yourthings,mdns,q,PTR,,0.000414,1,
yourthings,mdns,q,PTR,,0.000415,5,
yourthings,mdns,q,PTR,,0.000416,7,
yourthings,mdns,q,PTR,,0.000417,1,
yourthings,mdns,q,PTR,,0.000418,4,
yourthings,mdns,q,PTR,,0.000419,4,
yourthings,mdns,q,PTR,,0.00042,6,
yourthings,mdns,q,PTR,,0.000421,2,
yourthings,mdns,q,PTR,,0.000422,4,
yourthings,mdns,q,PTR,,0.000423,1,
yourthings,mdns,q,PTR,,0.000424,6,
yourthings,mdns,q,PTR,,0.000425,3,
yourthings,mdns,q,PTR,,0.000426,1,
yourthings,mdns,q,PTR,,0.000428,1,
yourthings,mdns,q,PTR,,0.000429,1,
yourthings,mdns,q,PTR,,0.00043,1,
yourthings,mdns,q,PTR,,0.000431,1,
yourthings,mdns,q,PTR,,0.000433,1,
yourthings,mdns,q,PTR,,0.000434,1,
yourthings,mdns,q,PTR,,0.000436,1,
yourthings,mdns,q,PTR,,0.000437,1,
yourthings,mdns,q,PTR,,0.000438,1,
yourthings,mdns,q,PTR,,0.000439,1,
yourthings,mdns,q,PTR,,0.00044,1,
yourthings,mdns,q,PTR,,0.000473,1,
yourthings,mdns,q,PTR,,0.000478,1,
yourthings,mdns,q,PTR,,0.000479,2,
yourthings,mdns,q,PTR,,0.00048,1,
yourthings,mdns,q,PTR,,0.00049,1,
yourthings,mdns,q,PTR,,0.000495,1,
yourthings,mdns,q,PTR,,0.000498,1,
yourthings,mdns,q,PTR,,0.000501,1,
yourthings,mdns,q,PTR,,0.000504,1,
yourthings,mdns,q,PTR,,0.000508,1,
yourthings,mdns,q,PTR,,0.000512,2,
yourthings,mdns,q,PTR,,0.000513,1,
yourthings,mdns,q,PTR,,0.000514,3,
yourthings,mdns,q,PTR,,0.000516,1,
yourthings,mdns,q,PTR,,0.000517,1,
yourthings,mdns,q,PTR,,0.000521,1,
yourthings,mdns,q,PTR,,0.000524,1,
yourthings,mdns,q,PTR,,0.00053,,3
yourthings,mdns,q,PTR,,0.000531,,1
yourthings,mdns,q,PTR,,0.000533,1,2
yourthings,mdns,q,PTR,,0.000535,,1
yourthings,mdns,q,PTR,,0.000536,,1
yourthings,mdns,q,PTR,,0.000537,,1
yourthings,mdns,q,PTR,,0.00054,,2
yourthings,mdns,q,PTR,,0.000541,,2
yourthings,mdns,q,PTR,,0.000542,1,
yourthings,mdns,q,PTR,,0.000543,,2
yourthings,mdns,q,PTR,,0.000544,,2
yourthings,mdns,q,PTR,,0.000545,,1
yourthings,mdns,q,PTR,,0.000546,,3
yourthings,mdns,q,PTR,,0.000547,,2
yourthings,mdns,q,PTR,,0.000548,,2
yourthings,mdns,q,PTR,,0.00055,,1
yourthings,mdns,q,PTR,,0.000553,,2
yourthings,mdns,q,PTR,,0.000554,,1
yourthings,mdns,q,PTR,,0.000556,,1
yourthings,mdns,q,PTR,,0.000561,1,1
yourthings,mdns,q,PTR,,0.000562,,1
yourthings,mdns,q,PTR,,0.000567,,1
yourthings,mdns,q,PTR,,0.000569,,1
yourthings,mdns,q,PTR,,0.00057,,1
yourthings,mdns,q,PTR,,0.000572,,1
yourthings,mdns,q,ANY,,5.4e-05,,3
yourthings,mdns,q,ANY,,5.5e-05,,8
yourthings,mdns,q,ANY,,5.6e-05,,18
yourthings,mdns,q,ANY,,5.7e-05,,8
yourthings,mdns,q,ANY,,5.8e-05,,14
yourthings,mdns,q,ANY,,5.9e-05,,6
yourthings,mdns,q,ANY,,6e-05,,3
yourthings,mdns,q,ANY,,6.1e-05,,3
yourthings,mdns,q,ANY,,6.2e-05,,1
yourthings,mdns,q,ANY,,8.9e-05,,5
yourthings,mdns,q,ANY,,9e-05,,5
yourthings,mdns,q,ANY,,9.1e-05,,1
yourthings,mdns,q,ANY,,9.5e-05,,1
yourthings,mdns,q,ANY,,0.000106,1,
yourthings,mdns,q,ANY,,0.000107,10,
yourthings,mdns,q,ANY,,0.000108,6,
yourthings,mdns,q,ANY,,0.000109,8,
yourthings,mdns,q,ANY,,0.00011,13,
