dataset,protocol,msg,qtype,w_query,x,application/cbor+dns;packed=lite decode,application/cbor+dns;packed=lite encode
yourthings,dns,r,AAAA,True,9.6e-05,1025,66
yourthings,dns,r,AAAA,True,9.7e-05,532,111
yourthings,dns,r,AAAA,True,9.8e-05,315,234
yourthings,dns,r,AAAA,True,9.9e-05,169,662
yourthings,dns,r,AAAA,True,0.0001,108,1395
yourthings,dns,r,AAAA,True,0.000101,56,2474
yourthings,dns,r,AAAA,True,0.000102,42,3234
yourthings,dns,r,AAAA,True,0.000103,31,3690
yourthings,dns,r,AAAA,True,0.000104,27,4134
yourthings,dns,r,AAAA,True,0.000105,19,4255
yourthings,dns,r,AAAA,True,0.000106,21,4436
yourthings,dns,r,AAAA,True,0.000107,16,4352
yourthings,dns,r,AAAA,True,0.000108,15,4106
yourthings,dns,r,AAAA,True,0.000109,9,3878
yourthings,dns,r,AAAA,True,0.00011,11,3482
yourthings,dns,r,AAAA,True,0.000111,6,3144
yourthings,dns,r,AAAA,True,0.000112,8,2638
yourthings,dns,r,AAAA,True,0.000113,2,1983
yourthings,dns,r,AAAA,True,0.000114,4,1387
yourthings,dns,r,AAAA,True,0.000115,6,871
yourthings,dns,r,AAAA,True,0.000116,6,565
yourthings,dns,r,AAAA,True,0.000117,2,387
yourthings,dns,r,AAAA,True,0.000118,2,238
yourthings,dns,r,AAAA,True,0.000119,3,135
yourthings,dns,r,AAAA,True,0.00012,2,68
yourthings,dns,r,AAAA,True,0.000121,1,63
yourthings,dns,r,AAAA,True,0.000122,3,35
yourthings,dns,r,AAAA,True,0.000123,5,46
yourthings,dns,r,AAAA,True,0.000124,7,36
yourthings,dns,r,AAAA,True,0.000125,18,22
yourthings,dns,r,AAAA,True,0.000126,30,20
yourthings,dns,r,AAAA,True,0.000127,40,14
yourthings,dns,r,AAAA,True,0.000128,79,10
yourthings,dns,r,AAAA,True,0.000129,67,8
yourthings,dns,r,AAAA,True,0.00013,86,6
yourthings,dns,r,AAAA,True,0.000131,99,3
yourthings,dns,r,AAAA,True,0.000132,100,1
yourthings,dns,r,AAAA,True,0.000133,109,2
yourthings,dns,r,AAAA,True,0.000134,110,4
yourthings,dns,r,AAAA,True,0.000135,100,2
yourthings,dns,r,AAAA,True,0.000136,124,6
yourthings,dns,r,AAAA,True,0.000137,108,5
yourthings,dns,r,AAAA,True,0.000138,119,1
yourthings,dns,r,AAAA,True,0.000139,139,4
yourthings,dns,r,AAAA,True,0.00014,111,2
yourthings,dns,r,AAAA,True,0.000141,101,4
yourthings,dns,r,AAAA,True,0.000142,87,3
yourthings,dns,r,AAAA,True,0.000143,80,1
yourthings,dns,r,AAAA,True,0.000144,65,4
yourthings,dns,r,AAAA,True,0.000145,48,4
yourthings,dns,r,AAAA,True,0.000146,43,2
yourthings,dns,r,AAAA,True,0.000147,26,2
yourthings,dns,r,AAAA,True,0.000148,46,3
yourthings,dns,r,AAAA,True,0.000149,31,7
yourthings,dns,r,AAAA,True,0.00015,18,3
yourthings,dns,r,AAAA,True,0.000151,17,
yourthings,dns,r,AAAA,True,0.000152,20,6
yourthings,dns,r,AAAA,True,0.000153,10,10
yourthings,dns,r,AAAA,True,0.000154,12,7
yourthings,dns,r,AAAA,True,0.000155,11,6
yourthings,dns,r,AAAA,True,0.000156,14,10
yourthings,dns,r,AAAA,True,0.000157,12,19
yourthings,dns,r,AAAA,True,0.000158,4,26
yourthings,dns,r,AAAA,True,0.000159,9,23
yourthings,dns,r,AAAA,True,0.00016,9,19
yourthings,dns,r,AAAA,True,0.000161,6,25
yourthings,dns,r,AAAA,True,0.000162,9,22
yourthings,dns,r,AAAA,True,0.000163,8,21
yourthings,dns,r,AAAA,True,0.000164,6,21
yourthings,dns,r,AAAA,True,0.000165,2,19
yourthings,dns,r,AAAA,True,0.000166,6,8
yourthings,dns,r,AAAA,True,0.000167,2,25
yourthings,dns,r,AAAA,True,0.000168,10,7
yourthings,dns,r,AAAA,True,0.000169,2,20
yourthings,dns,r,AAAA,True,0.00017,3,17
yourthings,dns,r,AAAA,True,0.000171,3,10
yourthings,dns,r,AAAA,True,0.000172,3,7
yourthings,dns,r,AAAA,True,0.000173,3,11
yourthings,dns,r,AAAA,True,0.000174,1,2
yourthings,dns,r,AAAA,True,0.000175,2,4
yourthings,dns,r,AAAA,True,0.000176,1,3
yourthings,dns,r,AAAA,True,0.000177,,5
yourthings,dns,r,AAAA,True,0.000178,1,2
yourthings,dns,r,AAAA,True,0.000179,,8
yourthings,dns,r,AAAA,True,0.00018,1,9
yourthings,dns,r,AAAA,True,0.000181,,7
yourthings,dns,r,AAAA,True,0.000182,,4
yourthings,dns,r,AAAA,True,0.000183,,6
yourthings,dns,r,AAAA,True,0.000184,,8
yourthings,dns,r,AAAA,True,0.000185,,11
yourthings,dns,r,AAAA,True,0.000186,,12
yourthings,dns,r,AAAA,True,0.000187,2,28
yourthings,dns,r,AAAA,True,0.000188,,29
yourthings,dns,r,AAAA,True,0.000189,1,39
yourthings,dns,r,AAAA,True,0.00019,1,46
yourthings,dns,r,AAAA,True,0.000191,,58
yourthings,dns,r,AAAA,True,0.000192,,66
yourthings,dns,r,AAAA,True,0.000193,,62
yourthings,dns,r,AAAA,True,0.000194,,70
yourthings,dns,r,AAAA,True,0.000195,,68
yourthings,dns,r,AAAA,True,0.000196,,59
yourthings,dns,r,AAAA,True,0.000197,,101
yourthings,dns,r,AAAA,True,0.000198,,108
yourthings,dns,r,AAAA,True,0.000199,,85
yourthings,dns,r,AAAA,True,0.0002,,85
yourthings,dns,r,AAAA,True,0.000201,,85
yourthings,dns,r,AAAA,True,0.000202,,67
yourthings,dns,r,AAAA,True,0.000203,,75
yourthings,dns,r,AAAA,True,0.000204,,79
yourthings,dns,r,AAAA,True,0.000205,,61
yourthings,dns,r,AAAA,True,0.000206,,64
yourthings,dns,r,AAAA,True,0.000207,,57
yourthings,dns,r,AAAA,True,0.000208,,38
yourthings,dns,r,AAAA,True,0.000209,,26
yourthings,dns,r,AAAA,True,0.00021,,38
yourthings,dns,r,AAAA,True,0.000211,,26
yourthings,dns,r,AAAA,True,0.000212,,26
yourthings,dns,r,AAAA,True,0.000213,,18
yourthings,dns,r,AAAA,True,0.000214,,21
yourthings,dns,r,AAAA,True,0.000215,,10
yourthings,dns,r,AAAA,True,0.000216,,10
yourthings,dns,r,AAAA,True,0.000217,,5
yourthings,dns,r,AAAA,True,0.000218,,9
yourthings,dns,r,AAAA,True,0.000219,,5
yourthings,dns,r,AAAA,True,0.00022,,3
yourthings,dns,r,AAAA,True,0.000221,,2
yourthings,dns,r,AAAA,True,0.000222,,2
yourthings,dns,r,AAAA,True,0.000223,,2
yourthings,dns,r,AAAA,True,0.000224,,2
yourthings,dns,r,AAAA,True,0.000225,,1
yourthings,dns,r,AAAA,True,0.000226,,2
yourthings,dns,r,AAAA,True,0.000228,,2
yourthings,dns,r,AAAA,True,0.000229,,1
yourthings,dns,r,AAAA,True,0.00023,,1
yourthings,dns,r,AAAA,True,0.000231,,1
yourthings,dns,r,AAAA,True,0.000237,,3
yourthings,dns,r,AAAA,True,0.000239,,3
yourthings,dns,r,AAAA,True,0.000241,,1
yourthings,dns,r,AAAA,True,0.000243,,2
yourthings,dns,r,AAAA,True,0.000247,,1
yourthings,dns,r,AAAA,True,0.000248,,3
yourthings,dns,r,AAAA,True,0.000249,,1
yourthings,dns,r,AAAA,True,0.000254,,1
yourthings,dns,r,AAAA,True,0.000256,,1
yourthings,dns,r,AAAA,True,0.000257,,3
yourthings,dns,r,AAAA,True,0.000258,,1
yourthings,dns,r,AAAA,True,0.000259,,1
yourthings,dns,r,AAAA,True,0.00026,,1
yourthings,dns,r,AAAA,True,0.000261,,1
yourthings,dns,r,AAAA,True,0.000262,,3
yourthings,dns,r,AAAA,True,0.000263,,1
yourthings,dns,r,AAAA,True,0.000264,,1
yourthings,dns,r,AAAA,True,0.000265,,3
yourthings,dns,r,AAAA,True,0.000266,,5
yourthings,dns,r,AAAA,True,0.000267,,1
yourthings,dns,r,AAAA,True,0.000268,,6
yourthings,dns,r,AAAA,True,0.000269,,6
yourthings,dns,r,AAAA,True,0.00027,,7
yourthings,dns,r,AAAA,True,0.000271,,8
yourthings,dns,r,AAAA,True,0.000272,,3
yourthings,dns,r,AAAA,True,0.000273,,3
yourthings,dns,r,AAAA,True,0.000274,1,
yourthings,dns,r,AAAA,True,0.000275,,3
yourthings,dns,r,AAAA,True,0.000276,,1
yourthings,dns,r,AAAA,True,0.000277,,2
yourthings,dns,r,AAAA,True,0.000278,,9
yourthings,dns,r,AAAA,True,0.000279,,9
yourthings,dns,r,AAAA,True,0.00028,,1
yourthings,dns,r,AAAA,True,0.000281,,3
yourthings,dns,r,AAAA,True,0.000282,,2
yourthings,dns,r,AAAA,True,0.000283,,2
yourthings,dns,r,AAAA,True,0.000284,,1
yourthings,dns,r,AAAA,True,0.000285,,3
yourthings,dns,r,AAAA,True,0.000288,,1
yourthings,dns,r,AAAA,True,0.000291,,2
yourthings,dns,r,AAAA,True,0.000293,,1
yourthings,dns,r,AAAA,True,0.000296,,1
yourthings,dns,r,AAAA,True,0.000297,,1
yourthings,dns,r,AAAA,True,0.000433,,1
yourthings,dns,r,AAAA,False,1.8e-05,1,
yourthings,dns,r,AAAA,False,1.9e-05,29,
yourthings,dns,r,AAAA,False,2e-05,292,
yourthings,dns,r,AAAA,False,2.1e-05,451,
yourthings,dns,r,AAAA,False,2.2e-05,252,
yourthings,dns,r,AAAA,False,2.3e-05,36,
yourthings,dns,r,AAAA,False,2.4e-05,9,
yourthings,dns,r,AAAA,False,2.5e-05,4,
yourthings,dns,r,AAAA,False,2.6e-05,1,
yourthings,dns,r,AAAA,False,2.7e-05,1,
yourthings,dns,r,AAAA,False,3.2e-05,1,
yourthings,dns,r,AAAA,False,4.8e-05,,1
yourthings,dns,r,AAAA,False,4.9e-05,,1
yourthings,dns,r,AAAA,False,5e-05,,1
yourthings,dns,r,AAAA,False,5.1e-05,,5
yourthings,dns,r,AAAA,False,5.2e-05,,9
yourthings,dns,r,AAAA,False,5.3e-05,,55
yourthings,dns,r,AAAA,False,5.4e-05,,95
yourthings,dns,r,AAAA,False,5.5e-05,,137
yourthings,dns,r,AAAA,False,5.6e-05,,168
yourthings,dns,r,AAAA,False,5.7e-05,,146
yourthings,dns,r,AAAA,False,5.8e-05,,143
yourthings,dns,r,AAAA,False,5.9e-05,,144
yourthings,dns,r,AAAA,False,6e-05,,98
yourthings,dns,r,AAAA,False,6.1e-05,,46
yourthings,dns,r,AAAA,False,6.2e-05,,19
yourthings,dns,r,AAAA,False,6.3e-05,,5
yourthings,dns,r,AAAA,False,6.4e-05,,3
yourthings,dns,r,AAAA,False,6.5e-05,,1
yourthings,dns,r,AAAA,False,7.3e-05,1,
yourthings,dns,r,AAAA,False,7.7e-05,3,
yourthings,dns,r,AAAA,False,7.8e-05,8,
yourthings,dns,r,AAAA,False,7.9e-05,5,
yourthings,dns,r,AAAA,False,8e-05,12,
yourthings,dns,r,AAAA,False,8.1e-05,16,
yourthings,dns,r,AAAA,False,8.2e-05,10,
yourthings,dns,r,AAAA,False,8.3e-05,9,
yourthings,dns,r,AAAA,False,8.4e-05,11,
yourthings,dns,r,AAAA,False,8.5e-05,11,
yourthings,dns,r,AAAA,False,8.6e-05,14,
yourthings,dns,r,AAAA,False,8.7e-05,8,
yourthings,dns,r,AAAA,False,8.8e-05,11,
yourthings,dns,r,AAAA,False,8.9e-05,4,
yourthings,dns,r,AAAA,False,9e-05,,1
yourthings,dns,r,AAAA,False,9.3e-05,1,
yourthings,dns,r,AAAA,False,9.5e-05,,2
yourthings,dns,r,AAAA,False,9.6e-05,,3
yourthings,dns,r,AAAA,False,9.7e-05,,8
yourthings,dns,r,AAAA,False,9.8e-05,,11
yourthings,dns,r,AAAA,False,9.9e-05,,7
yourthings,dns,r,AAAA,False,0.0001,,14
yourthings,dns,r,AAAA,False,0.000101,,9
yourthings,dns,r,AAAA,False,0.000102,,11
yourthings,dns,r,AAAA,False,0.000103,,11
yourthings,dns,r,AAAA,False,0.000104,,8
yourthings,dns,r,AAAA,False,0.000105,,8
yourthings,dns,r,AAAA,False,0.000106,,13
yourthings,dns,r,AAAA,False,0.000107,,5
yourthings,dns,r,AAAA,False,0.000108,,4
yourthings,dns,r,AAAA,False,0.000109,,5
yourthings,dns,r,AAAA,False,0.00011,,2
yourthings,dns,r,AAAA,False,0.000112,,1
yourthings,dns,r,AAAA,False,0.000114,,1
yourthings,dns,r,AAAA,False,0.000133,1,
yourthings,dns,r,AAAA,False,0.000195,,1
yourthings,dns,r,TXT,True,2.8e-05,2,
yourthings,dns,r,TXT,True,2.9e-05,18,
yourthings,dns,r,TXT,True,3e-05,12,
yourthings,dns,r,TXT,True,3.1e-05,5,
yourthings,dns,r,TXT,True,3.2e-05,3,
yourthings,dns,r,TXT,True,6.1e-05,,6
yourthings,dns,r,TXT,True,6.2e-05,,3
yourthings,dns,r,TXT,True,6.3e-05,,3
yourthings,dns,r,TXT,True,6.4e-05,,7
yourthings,dns,r,TXT,True,6.5e-05,,7
yourthings,dns,r,TXT,True,6.6e-05,,5
yourthings,dns,r,TXT,True,6.7e-05,,2
yourthings,dns,r,TXT,True,6.8e-05,,4
yourthings,dns,r,TXT,True,6.9e-05,,1
yourthings,dns,r,TXT,True,7.2e-05,,2
yourthings,dns,r,PTR,True,2.5e-05,1,
yourthings,dns,r,PTR,True,2.6e-05,5,
yourthings,dns,r,PTR,True,2.7e-05,81,
yourthings,dns,r,PTR,True,2.8e-05,292,
yourthings,dns,r,PTR,True,2.9e-05,459,
yourthings,dns,r,PTR,True,3e-05,334,
yourthings,dns,r,PTR,True,3.1e-05,165,
yourthings,dns,r,PTR,True,3.2e-05,50,
yourthings,dns,r,PTR,True,3.3e-05,11,
yourthings,dns,r,PTR,True,3.4e-05,1,
yourthings,dns,r,PTR,True,3.5e-05,1,
yourthings,dns,r,PTR,True,3.8e-05,1,
yourthings,dns,r,PTR,True,4.4e-05,2,
yourthings,dns,r,PTR,True,4.5e-05,7,
yourthings,dns,r,PTR,True,4.6e-05,6,
yourthings,dns,r,PTR,True,4.7e-05,13,
yourthings,dns,r,PTR,True,4.8e-05,4,
yourthings,dns,r,PTR,True,4.9e-05,4,
yourthings,dns,r,PTR,True,5.1e-05,1,
yourthings,dns,r,PTR,True,5.8e-05,,1
yourthings,dns,r,PTR,True,5.9e-05,,2
yourthings,dns,r,PTR,True,6e-05,,8
yourthings,dns,r,PTR,True,6.1e-05,,23
yourthings,dns,r,PTR,True,6.2e-05,,63
yourthings,dns,r,PTR,True,6.3e-05,,134
yourthings,dns,r,PTR,True,6.4e-05,,164
yourthings,dns,r,PTR,True,6.5e-05,,181
yourthings,dns,r,PTR,True,6.6e-05,,168
yourthings,dns,r,PTR,True,6.7e-05,,150
yourthings,dns,r,PTR,True,6.8e-05,,165
yourthings,dns,r,PTR,True,6.9e-05,,134
yourthings,dns,r,PTR,True,7e-05,,85
yourthings,dns,r,PTR,True,7.1e-05,,57
yourthings,dns,r,PTR,True,7.2e-05,,34
yourthings,dns,r,PTR,True,7.3e-05,,17
yourthings,dns,r,PTR,True,7.4e-05,,12
yourthings,dns,r,PTR,True,7.5e-05,,1
yourthings,dns,r,PTR,True,7.8e-05,,1
yourthings,dns,r,PTR,True,8e-05,,1
yourthings,dns,r,PTR,True,8.7e-05,,3
yourthings,dns,r,PTR,True,8.8e-05,,5
yourthings,dns,r,PTR,True,8.9e-05,,5
yourthings,dns,r,PTR,True,9e-05,,3
yourthings,dns,r,PTR,True,9.1e-05,,5
yourthings,dns,r,PTR,True,9.2e-05,,7
yourthings,dns,r,PTR,True,9.3e-05,,2
yourthings,dns,r,PTR,True,9.4e-05,,4
yourthings,dns,r,PTR,True,9.7e-05,,2
yourthings,dns,r,PTR,True,9.8e-05,,1
yourthings,dns,r,PTR,True,0.000103,1,
yourthings,dns,r,PTR,True,0.000104,4,
yourthings,dns,r,PTR,True,0.000105,1,
yourthings,dns,r,PTR,True,0.000106,6,
yourthings,dns,r,PTR,True,0.000107,14,
yourthings,dns,r,PTR,True,0.000108,1,
yourthings,dns,r,PTR,True,0.000109,4,
yourthings,dns,r,PTR,True,0.00011,4,
yourthings,dns,r,PTR,True,0.000111,8,
yourthings,dns,r,PTR,True,0.000112,11,1
yourthings,dns,r,PTR,True,0.000113,3,
yourthings,dns,r,PTR,True,0.000114,5,
yourthings,dns,r,PTR,True,0.000115,2,
yourthings,dns,r,PTR,True,0.000116,3,
yourthings,dns,r,PTR,True,0.000117,6,
yourthings,dns,r,PTR,True,0.000118,5,
yourthings,dns,r,PTR,True,0.000119,7,
yourthings,dns,r,PTR,True,0.00012,10,1
yourthings,dns,r,PTR,True,0.000121,4,1
yourthings,dns,r,PTR,True,0.000122,7,1
yourthings,dns,r,PTR,True,0.000123,7,2
yourthings,dns,r,PTR,True,0.000124,9,
yourthings,dns,r,PTR,True,0.000125,18,1
yourthings,dns,r,PTR,True,0.000126,34,2
yourthings,dns,r,PTR,True,0.000127,77,
yourthings,dns,r,PTR,True,0.000128,111,
yourthings,dns,r,PTR,True,0.000129,174,1
yourthings,dns,r,PTR,True,0.00013,198,
yourthings,dns,r,PTR,True,0.000131,204,
yourthings,dns,r,PTR,True,0.000132,243,2
yourthings,dns,r,PTR,True,0.000133,243,1
yourthings,dns,r,PTR,True,0.000134,293,3
yourthings,dns,r,PTR,True,0.000135,293,1
yourthings,dns,r,PTR,True,0.000136,292,4
yourthings,dns,r,PTR,True,0.000137,244,2
yourthings,dns,r,PTR,True,0.000138,239,5
yourthings,dns,r,PTR,True,0.000139,229,6
yourthings,dns,r,PTR,True,0.00014,218,1
yourthings,dns,r,PTR,True,0.000141,219,3
yourthings,dns,r,PTR,True,0.000142,146,2
yourthings,dns,r,PTR,True,0.000143,123,2
yourthings,dns,r,PTR,True,0.000144,106,
yourthings,dns,r,PTR,True,0.000145,67,3
yourthings,dns,r,PTR,True,0.000146,44,3
yourthings,dns,r,PTR,True,0.000147,24,1
yourthings,dns,r,PTR,True,0.000148,29,2
yourthings,dns,r,PTR,True,0.000149,15,
yourthings,dns,r,PTR,True,0.00015,8,3
yourthings,dns,r,PTR,True,0.000151,8,4
yourthings,dns,r,PTR,True,0.000152,7,5
yourthings,dns,r,PTR,True,0.000153,4,1
yourthings,dns,r,PTR,True,0.000154,4,4
yourthings,dns,r,PTR,True,0.000155,2,1
yourthings,dns,r,PTR,True,0.000156,2,5
yourthings,dns,r,PTR,True,0.000157,,8
yourthings,dns,r,PTR,True,0.000158,1,6
yourthings,dns,r,PTR,True,0.000159,1,5
yourthings,dns,r,PTR,True,0.00016,3,7
yourthings,dns,r,PTR,True,0.000161,1,3
yourthings,dns,r,PTR,True,0.000162,1,12
yourthings,dns,r,PTR,True,0.000163,1,11
yourthings,dns,r,PTR,True,0.000164,1,11
yourthings,dns,r,PTR,True,0.000165,1,23
yourthings,dns,r,PTR,True,0.000166,1,32
yourthings,dns,r,PTR,True,0.000167,1,49
yourthings,dns,r,PTR,True,0.000168,,73
yourthings,dns,r,PTR,True,0.000169,,70
yourthings,dns,r,PTR,True,0.00017,2,84
yourthings,dns,r,PTR,True,0.000171,3,92
yourthings,dns,r,PTR,True,0.000172,2,108
yourthings,dns,r,PTR,True,0.000173,3,120
yourthings,dns,r,PTR,True,0.000174,13,127
yourthings,dns,r,PTR,True,0.000175,10,126
yourthings,dns,r,PTR,True,0.000176,28,149
yourthings,dns,r,PTR,True,0.000177,30,154
yourthings,dns,r,PTR,True,0.000178,31,132
yourthings,dns,r,PTR,True,0.000179,34,174
yourthings,dns,r,PTR,True,0.00018,27,162
yourthings,dns,r,PTR,True,0.000181,37,161
yourthings,dns,r,PTR,True,0.000182,46,182
yourthings,dns,r,PTR,True,0.000183,50,174
yourthings,dns,r,PTR,True,0.000184,39,137
yourthings,dns,r,PTR,True,0.000185,44,168
yourthings,dns,r,PTR,True,0.000186,56,168
yourthings,dns,r,PTR,True,0.000187,58,140
yourthings,dns,r,PTR,True,0.000188,31,137
yourthings,dns,r,PTR,True,0.000189,25,116
yourthings,dns,r,PTR,True,0.00019,30,114
yourthings,dns,r,PTR,True,0.000191,31,104
yourthings,dns,r,PTR,True,0.000192,32,109
yourthings,dns,r,PTR,True,0.000193,33,87
yourthings,dns,r,PTR,True,0.000194,18,65
yourthings,dns,r,PTR,True,0.000195,23,63
yourthings,dns,r,PTR,True,0.000196,10,62
yourthings,dns,r,PTR,True,0.000197,11,60
yourthings,dns,r,PTR,True,0.000198,11,39
yourthings,dns,r,PTR,True,0.000199,3,28
yourthings,dns,r,PTR,True,0.0002,5,37
yourthings,dns,r,PTR,True,0.000201,3,17
yourthings,dns,r,PTR,True,0.000202,1,10
yourthings,dns,r,PTR,True,0.000203,1,12
yourthings,dns,r,PTR,True,0.000204,,4
yourthings,dns,r,PTR,True,0.000205,1,3
yourthings,dns,r,PTR,True,0.000206,1,8
yourthings,dns,r,PTR,True,0.000207,2,3
yourthings,dns,r,PTR,True,0.000208,,2
yourthings,dns,r,PTR,True,0.000209,1,3
yourthings,dns,r,PTR,True,0.00021,,2
yourthings,dns,r,PTR,True,0.000211,,3
yourthings,dns,r,PTR,True,0.000212,,2
yourthings,dns,r,PTR,True,0.000213,,2
yourthings,dns,r,PTR,True,0.000215,,1
yourthings,dns,r,PTR,True,0.000217,,1
yourthings,dns,r,PTR,True,0.000218,,1
yourthings,dns,r,PTR,True,0.00022,,2
yourthings,dns,r,PTR,True,0.000221,,1
yourthings,dns,r,PTR,True,0.000222,,1
yourthings,dns,r,PTR,True,0.000224,,1
yourthings,dns,r,PTR,True,0.000225,,2
yourthings,dns,r,PTR,True,0.000228,,1
yourthings,dns,r,PTR,True,0.000232,,2
yourthings,dns,r,PTR,True,0.000233,,1
yourthings,dns,r,PTR,True,0.000234,,1
yourthings,dns,r,PTR,True,0.000236,,4
yourthings,dns,r,PTR,True,0.000237,,4
yourthings,dns,r,PTR,True,0.000238,,2
yourthings,dns,r,PTR,True,0.000239,,13
yourthings,dns,r,PTR,True,0.00024,,8
yourthings,dns,r,PTR,True,0.000241,,5
yourthings,dns,r,PTR,True,0.000242,,13
yourthings,dns,r,PTR,True,0.000243,,16
yourthings,dns,r,PTR,True,0.000244,,18
yourthings,dns,r,PTR,True,0.000245,,26
yourthings,dns,r,PTR,True,0.000246,,18
yourthings,dns,r,PTR,True,0.000247,,29
yourthings,dns,r,PTR,True,0.000248,,26
yourthings,dns,r,PTR,True,0.000249,,30
yourthings,dns,r,PTR,True,0.00025,,27
yourthings,dns,r,PTR,True,0.000251,,29
yourthings,dns,r,PTR,True,0.000252,,47
yourthings,dns,r,PTR,True,0.000253,,37
yourthings,dns,r,PTR,True,0.000254,,45
yourthings,dns,r,PTR,True,0.000255,,42
yourthings,dns,r,PTR,True,0.000256,,45
yourthings,dns,r,PTR,True,0.000257,,29
yourthings,dns,r,PTR,True,0.000258,,28
yourthings,dns,r,PTR,True,0.000259,,24
yourthings,dns,r,PTR,True,0.00026,,27
yourthings,dns,r,PTR,True,0.000261,,36
yourthings,dns,r,PTR,True,0.000262,,26
yourthings,dns,r,PTR,True,0.000263,,19
yourthings,dns,r,PTR,True,0.000264,,16
yourthings,dns,r,PTR,True,0.000265,,19
yourthings,dns,r,PTR,True,0.000266,,12
yourthings,dns,r,PTR,True,0.000267,,10
yourthings,dns,r,PTR,True,0.000268,,13
yourthings,dns,r,PTR,True,0.000269,,8
yourthings,dns,r,PTR,True,0.00027,,7
yourthings,dns,r,PTR,True,0.000271,,2
yourthings,dns,r,PTR,True,0.000272,,5
yourthings,dns,r,PTR,True,0.000273,,6
yourthings,dns,r,PTR,True,0.000275,,1
yourthings,dns,r,PTR,True,0.000276,,2
yourthings,dns,r,PTR,True,0.000277,,4
yourthings,dns,r,PTR,True,0.000278,,2
yourthings,dns,r,PTR,True,0.000279,,2
yourthings,dns,r,PTR,True,0.000282,,1
yourthings,dns,r,PTR,True,0.000284,,1
yourthings,dns,r,PTR,True,0.000286,,3
yourthings,dns,r,PTR,True,0.000299,,1
yourthings,dns,r,PTR,True,0.000386,,1
yourthings,dns,r,PTR,False,2.6e-05,1,
yourthings,dns,r,PTR,False,6.4e-05,,1
yourthings,dns,r,PTR,False,0.000124,1,
yourthings,dns,r,PTR,False,0.000135,1,
yourthings,dns,r,PTR,False,0.000174,,1
yourthings,dns,r,PTR,False,0.000179,,1
